ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
SAT-4	3002897	protein homolog model	Resistomes & Variants	1	97.81	NO	NO	Streptococcus suis	4.00	0.00	4.00	46.56	257.00	151.25	0	0	0	0	N/A	N/A		552	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
AAC(6')-Il	3004635	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	3.70	17.00	23.00	0	0	0	0	N/A	N/A		459	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
MuxB	3004074	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	3.80	119.00	146.00	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	59.00	0.00	59.00	30.01	615.00	79.64	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
qacEdelta1	3005010	protein homolog model	Resistomes & Variants	1	95.65	NO	NO	Pseudomonas aeruginosa	15.00	0.00	15.00	14.37	50.00	61.13	0	0	0	0	N/A	N/A		348	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	4.13	28.00	56.00	0	0	0	0	N/A	N/A		678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic	antibiotic efflux
Acinetobacter baumannii AbaQ	3004574	protein homolog model	Resistomes & Variants	1	71.5	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	7.11	93.00	61.50	0	0	0	0	N/A	N/A		1308	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
AAC(6')-IIa	3002594	protein homolog model	Resistomes & Variants	1	82.07	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	4.32	24.00	34.00	0	0	0	0	N/A	N/A		555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
bcr-1	3003801	protein homolog model	Resistomes & Variants	1	99.72	NO	NO	Pseudomonas aeruginosa	4.00	0.00	4.00	3.31	36.00	42.25	0	0	0	0	N/A	N/A		1086	major facilitator superfamily (MFS) antibiotic efflux pump	bicyclomycin-like antibiotic	antibiotic efflux
ANT(2'')-Ia	3000230	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Stenotrophomonas maltophilia	1.00	0.00	1.00	2.12	26.00	34.00	0	0	0	0	N/A	N/A		1224	ANT(2'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iap	3007204	protein homolog model	Resistomes & Variants	1	74.5	NO	NO	Stenotrophomonas maltophilia	6.00	0.00	6.00	33.12	153.00	76.67	0	0	0	0	N/A	N/A		462	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
lsaD	3005121	protein homolog model	Resistomes & Variants	1	99.8	NO	NO	Lactococcus garvieae	3.00	0.00	3.00	4.48	67.00	63.33	0	0	0	0	N/A	N/A		1494	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
LpsA	3005052	protein homolog model	Resistomes & Variants	1	98.43	NO	NO	Haemophilus influenzae	10.00	0.00	10.00	43.38	393.00	83.00	0	0	0	0	N/A	N/A		906	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	1	98.44	NO	NO	Enterococcus faecalis	65.00	0.00	65.00	35.52	682.00	188.03	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanW gene in vanG cluster	3002965	protein homolog model	Resistomes & Variants	2	32.91 - 33.19	NO	NO	Enterococcus faecalis	2.00	0.00	2.00	3.03	25.00	51.00	0	0	0	0	N/A	N/A		825; 825	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
efrA	3003948	protein homolog model	Resistomes & Variants	1	99.83	NO	NO	Enterococcus faecalis	22.00	0.00	22.00	24.03	413.00	80.45	0	0	0	0	N/A	N/A		1719	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux
patB	3000025	protein homolog model	Resistomes & Variants	2	97.52 - 99.66	NO	NO	Streptococcus pneumoniae	6.00	0.00	6.00	6.00	152.50	91.25	0	0	0	0	N/A	N/A		1767; 2709	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
lsaC	3003112	protein homolog model	Resistomes & Variants	1	99.39	NO	NO	Streptococcus agalactiae	36.00	0.00	36.00	6.15	91.00	56.31	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
mecR1	3000215	protein homolog model	Resistomes & Variants	2	99.32 - 99.83	NO	NO	Staphylococcus aureus	15.00	0.00	15.00	3.04	53.50	59.34	0	0	0	0	N/A	N/A		1758; 1758	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
dfrG	3002868	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Staphylococcus aureus	7.00	0.00	7.00	9.55	47.00	48.57	0	0	0	0	N/A	N/A		492	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
MecC-type methicillin resistance repressor MecI	3005046	protein homolog model	Resistomes & Variants	2	95.12 - 99.19	YES	NO	Staphylococcus aureus	21.00	0.00	21.00	16.11	60.50	52.48	0	0	0	0	N/A	N/A		375; 378	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
Staphylococcus aureus LmrS	3004572	protein homolog model	Resistomes & Variants	1	97.92	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	1.13	17.00	23.00	0	0	0	0	N/A	N/A		1503	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; oxazolidinone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
fusC	3003733	protein homolog model	Resistomes & Variants	1	99.53	NO	NO	Staphylococcus aureus	3.00	0.00	3.00	6.89	44.00	34.00	0	0	0	0	N/A	N/A		639	Target protecting FusB-type protein conferring resistance to Fusidic acid	fusidane antibiotic	antibiotic target protection
