ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
aadA5	3002605	protein homolog model	Resistomes & Variants	2	100.0	YES	NO	Escherichia coli	67.00	0.00	67.00	17.86	184.50	129.22	0	0	0	0	N/A	N/A		1215; 846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	2	99.25 - 99.27	NO	NO	Escherichia coli	7.00	0.00	7.00	11.64	104.00	157.50	0	0	0	0	N/A	N/A		915; 888	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ANT(3'')-IIa	3004089	protein homolog model	Resistomes & Variants	1	98.12	NO	NO	Escherichia coli	1.00	0.00	1.00	3.10	25.00	34.00	0	0	0	0	N/A	N/A		807	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
SAT-2	3002895	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	6.00	0.00	6.00	23.81	150.00	174.67	0	0	0	0	N/A	N/A		630	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
tet(D)	3000168	protein homolog model	Resistomes & Variants	3	97.21 - 99.75	NO	NO	Morganella morganii; Klebsiella pneumoniae	32.00	0.00	32.00	9.42	111.67	98.58	0	0	0	0	N/A	N/A		1185; 1185; 1185	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
LptD	3005059	protein homolog model	Resistomes & Variants	9	91.43 - 100.0	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Klebsiella huaxiensis; Klebsiella oxytoca; Klebsiella michiganensis	59.00	0.00	59.00	17.61	415.56	134.58	0	0	0	0	N/A	N/A		2370; 2349; 2349; 2349; 2370; 2367; 2370; 2367; 2367	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
eptB	3005047	protein homolog model	Resistomes & Variants	12	88.61 - 99.46	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Klebsiella huaxiensis; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	24.00	0.00	24.00	11.93	200.83	134.23	0	0	0	0	N/A	N/A		1692; 1692; 1692; 1674; 1674; 1674; 1692; 1692; 1689; 1692; 1689; 1695	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Erm(42)	3003106	protein homolog model	Resistomes & Variants	1	99.67	NO	NO	Morganella morganii	3.00	0.00	3.00	5.92	54.00	56.00	0	0	0	0	N/A	N/A		912	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
EC-14	3006875	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Escherichia coli	7.00	0.00	7.00	37.12	578.00	190.71	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
tet(59)	3004441	protein homolog model	Resistomes & Variants	1	75.65	NO	NO	Vibrio parahaemolyticus	13.00	0.00	13.00	3.96	48.00	54.46	0	0	0	0	N/A	N/A		1212	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Klebsiella pneumoniae KpnG	3004588	protein homolog model	Resistomes & Variants	8	95.64 - 99.74	YES	NO	Klebsiella pneumoniae; Klebsiella michiganensis; Klebsiella quasipneumoniae	13.00	0.00	13.00	12.29	144.25	140.27	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
Klebsiella pneumoniae OmpK37	3004122	protein homolog model	Resistomes & Variants	6	93.23 - 99.47	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	17.00	0.00	17.00	19.05	215.33	139.06	0	0	0	0	N/A	N/A		1125; 1155; 1137; 1155; 1125; 1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	reduced permeability to antibiotic
MCR-9.1	3004684	protein homolog model	Resistomes & Variants	1	99.81	NO	NO	Klebsiella pneumoniae	3.00	0.00	3.00	2.04	33.00	34.00	0	0	0	0	N/A	N/A		1620	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	2	89.2 - 100.0	NO	NO	Klebsiella pneumoniae; Serratia marcescens	17.00	0.00	17.00	28.30	247.00	189.81	0	0	0	0	N/A	N/A		936; 720	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
rmtF	3002666	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	3.00	0.00	3.00	7.34	76.00	34.00	0	0	0	0	N/A	N/A		1035	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
sul3	3000413	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	8.00	0.00	8.00	58.28	500.00	155.75	0	0	0	0	N/A	N/A		858	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
vanH gene in vanD cluster	3002944	protein homolog model	Resistomes & Variants	4	34.94 - 44.74	YES	NO	Klebsiella pneumoniae; Erysipelatoclostridium ramosum; Klebsiella quasipneumoniae	62.00	0.00	62.00	53.21	524.75	149.90	0	0	0	0	N/A	N/A		990; 984; 984; 990	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
SHV-1	3001059	protein homolog model	Resistomes & Variants	1	99.65	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	15.87	150.00	57.50	0	0	0	0	N/A	N/A		945	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
aadA2	3002602	protein homolog model	Resistomes & Variants	2	98.07 - 100.0	YES	NO	Klebsiella pneumoniae	5.00	0.00	5.00	12.53	176.00	187.12	0	0	0	0	N/A	N/A		1674; 1053	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mphA	3000316	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	2.55	23.00	34.00	0	0	0	0	N/A	N/A		903	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
dfrA14	3002859	protein homolog model	Resistomes & Variants	1	99.36	NO	NO	Klebsiella pneumoniae	6.00	0.00	6.00	32.12	265.00	117.17	0	0	0	0	N/A	N/A		825	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
OXA-926	3005323	protein homolog model	Resistomes & Variants	1	97.01	NO	YES	Klebsiella michiganensis; Klebsiella pneumoniae	1.00	0.00	1.00	4.91	52.00	140.00	0	0	0	0	N/A	N/A		1059	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
dfrA12	3002858	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	18.89	119.00	191.00	0	0	0	0	N/A	N/A		630	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
fosA5	3003209	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	28.33	119.00	191.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
SHV-28	3001086	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	11.08	108.00	182.00	0	0	0	0	N/A	N/A		975	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
QnrS10	3004622	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	7.00	0.00	7.00	63.99	455.00	184.86	0	0	0	0	N/A	N/A		711	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
FosA6	3004111	protein homolog model	Resistomes & Variants	3	95.68 - 97.12	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	55.00	0.00	55.00	44.46	357.67	147.30	0	0	0	0	N/A	N/A		1281; 420; 489	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
CME-2	3006155	protein homolog model	Resistomes & Variants	1	94.61	NO	NO	Elizabethkingia miricola	7.00	0.00	7.00	4.81	43.00	56.29	0	0	0	0	N/A	N/A		894	CME beta-lactamase	penicillin beta-lactam	antibiotic inactivation
BlaB-6	3005554	protein homolog model	Resistomes & Variants	1	96.75	NO	NO	Elizabethkingia miricola	1.00	0.00	1.00	4.03	30.00	68.00	0	0	0	0	N/A	N/A		744	BlaB beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
patA	3000024	protein homolog model	Resistomes & Variants	4	97.16 - 98.23	NO	NO	Streptococcus mitis	8.00	0.00	8.00	4.54	77.50	114.75	0	0	0	0	N/A	N/A		1707; 1707; 1707; 1707	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
catQ	3002687	protein homolog model	Resistomes & Variants	1	94.06	YES	NO	Streptococcus agalactiae; Streptococcus mitis; Streptococcus pneumoniae; Streptococcus suis	10.00	0.00	10.00	89.24	589.00	181.20	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
APH(3')-IIIa	3002647	protein homolog model	Resistomes & Variants	2	98.86 - 100.0	YES	NO	Staphylococcus pseudintermedius; Staphylococcus aureus	19.00	0.00	19.00	47.84	484.50	179.14	0	0	0	0	N/A	N/A		1104; 795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
sdiA	3000826	protein homolog model	Resistomes & Variants	2	96.67 - 98.75	YES	NO	Salmonella enterica	5.00	0.00	5.00	17.63	127.50	130.00	0	0	0	0	N/A	N/A		723; 723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
cmlA1	3002693	protein homolog model	Resistomes & Variants	1	99.76	NO	YES	Salmonella enterica	2.00	0.00	2.00	18.89	238.00	191.00	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
MdtK	3001327	protein homolog model	Resistomes & Variants	3	99.37	NO	NO	Salmonella enterica	18.00	0.00	18.00	13.05	222.33	106.63	0	0	0	0	N/A	N/A		1896; 1425; 1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
ErmT	3000595	protein homolog model	Resistomes & Variants	5	98.76 - 99.17	NO	NO	Lactobacillus johnsonii; Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	574.00	0.00	574.00	73.74	567.20	156.78	0	0	0	0	N/A	N/A		735; 771; 753; 753; 798	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
sdrM	3007013	protein homolog model	Resistomes & Variants	4	62.67 - 73.93	NO	NO	Staphylococcus hominis; Staphylococcus warneri; Staphylococcus simulans; Staphylococcus epidermidis	4.00	0.00	4.00	1.70	22.75	34.00	0	0	0	0	N/A	N/A		1341; 1341; 1335; 1338	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
sepA	3007012	protein homolog model	Resistomes & Variants	4	62.58 - 95.54	NO	NO	Staphylococcus hominis; Staphylococcus saprophyticus; Staphylococcus aureus	5.00	0.00	5.00	8.10	36.25	48.50	0	0	0	0	N/A	N/A		522; 456; 474; 321	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
fusD	3003731	protein homolog model	Resistomes & Variants	1	98.12	NO	NO	Staphylococcus saprophyticus	1.00	0.00	1.00	2.96	19.00	34.00	0	0	0	0	N/A	N/A		642	Target protecting FusB-type protein conferring resistance to Fusidic acid	fusidane antibiotic	antibiotic target protection
Enterobacter cloacae acrA	3004042	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Enterobacter roggenkampii	2.00	0.00	2.00	9.55	114.00	170.00	0	0	0	0	N/A	N/A		1194; 1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vanXY gene in vanG cluster	3003069	protein homolog model	Resistomes & Variants	2	44.18 - 100.0	NO	NO	Erysipelatoclostridium ramosum; Streptococcus suis	31.00	0.00	31.00	49.78	356.50	114.11	0	0	0	0	N/A	N/A		753; 393	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
RanA	3005091	protein homolog model	Resistomes & Variants	1	98.84	NO	NO	Riemerella anatipestifer	2.00	0.00	2.00	17.50	136.00	67.00	0	0	0	0	N/A	N/A		777	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
FosI	3007370	protein homolog model	Resistomes & Variants	1	43.93	NO	NO	Enterococcus faecium	54.00	0.00	54.00	33.33	150.00	147.43	0	0	0	0	N/A	N/A		450	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
clcD	3004599	protein homolog model	Resistomes & Variants	1	99.14	NO	NO	Enterococcus faecium	60.00	0.00	60.00	95.24	1000.00	184.68	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
msrC	3002819	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	3.00	0.00	3.00	9.33	138.00	63.67	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
vanY gene in vanA cluster	3002955	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	31.00	0.00	31.00	40.15	159.00	141.06	0	0	0	0	N/A	N/A		396	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
mef(H)	3007047	protein homolog model	Resistomes & Variants	2	99.08 - 100.0	NO	NO	Enterococcus faecium	43.00	0.00	43.00	63.41	639.50	184.77	0	0	0	0	N/A	N/A		1233; 330	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SAT-4	3002897	protein homolog model	Resistomes & Variants	2	97.81 - 98.89	NO	NO	Enterococcus faecium; Streptococcus suis	28.00	0.00	28.00	59.48	335.00	167.18	0	0	0	0	N/A	N/A		606; 552	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
vanY gene in vanD cluster	3002957	protein homolog model	Resistomes & Variants	1	66.1	YES	NO	Enterococcus faecium	1.00	0.00	1.00	2.43	26.00	34.00	0	0	0	0	N/A	N/A		1071	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
ANT(9)-Ia	3002630	protein homolog model	Resistomes & Variants	3	92.31 - 100.0	YES	NO	Enterococcus faecium; Staphylococcus aureus	9.00	0.00	9.00	29.17	230.00	154.25	0	0	0	0	N/A	N/A		783; 783; 807	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
ACT-32	3001852	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Enterobacter hormaechei	1.00	0.00	1.00	7.54	88.00	162.00	0	0	0	0	N/A	N/A		1167	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
ACT-17	3001838	protein homolog model	Resistomes & Variants	1	99.74	YES	NO	Enterobacter hormaechei	8.00	0.00	8.00	53.29	665.00	175.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
ACT-84	3006278	protein homolog model	Resistomes & Variants	1	99.21	NO	NO	Enterobacter hormaechei	1.00	0.00	1.00	9.05	113.00	189.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
ACT-74	3006268	protein homolog model	Resistomes & Variants	1	99.74	YES	NO	Enterobacter hormaechei	1.00	0.00	1.00	6.25	78.00	172.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
patB	3000025	protein homolog model	Resistomes & Variants	4	85.03 - 99.66	NO	NO	Streptococcus pseudopneumoniae; Streptococcus pneumoniae	95.00	0.00	95.00	9.60	214.00	116.91	0	0	0	0	N/A	N/A		1767; 1767; 2709; 1776	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdeA	3007011	protein homolog model	Resistomes & Variants	5	38.46 - 99.34	YES	NO	Staphylococcus pasteuri; Streptococcus mutans	36.00	0.00	36.00	15.78	215.00	63.18	0	0	0	0	N/A	N/A		1368; 1362; 1362; 1362; 1362	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic; penicillin beta-lactam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Clostridium butyricum catB	3002674	protein homolog model	Resistomes & Variants	1	99.54	NO	NO	Parabacteroides distasonis	3.00	0.00	3.00	18.79	124.00	104.33	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
CblA-1	3002999	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Phocaeicola dorei	285.00	0.00	285.00	100.00	891.00	173.85	0	0	0	0	N/A	N/A		891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
rpoB2	3000501	protein homolog model	Resistomes & Variants	1	99.91	YES	NO	Nocardia farcinica	18.00	0.00	18.00	19.37	694.00	118.72	0	0	0	0	N/A	N/A		3582	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
ErmA	3000347	protein homolog model	Resistomes & Variants	2	99.59 - 100.0	YES	NO	Staphylococcus simulans; Staphylococcus aureus	4.00	0.00	4.00	32.51	238.00	191.00	0	0	0	0	N/A	N/A		732; 732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	2	93.59 - 94.66	NO	NO	Staphylococcus epidermidis; Staphylococcus aureus	19.00	0.00	19.00	13.46	120.00	76.31	0	0	0	0	N/A	N/A		846; 906	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mecI	3000124	protein homolog model	Resistomes & Variants	2	95.69 - 100.0	NO	NO	Staphylococcus epidermidis; Staphylococcus aureus	3.00	0.00	3.00	17.09	30.00	87.75	0	0	0	0	N/A	N/A		354; 138	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
lnuC	3002837	protein homolog model	Resistomes & Variants	1	98.17	NO	NO	Lactobacillus crispatus; Streptococcus agalactiae	362.00	0.00	362.00	100.00	564.00	182.53	0	0	0	0	N/A	N/A		564	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
Pseudomonas aeruginosa soxR	3004107	protein homolog model	Resistomes & Variants	3	69.8 - 72.54	NO	NO	Pseudomonas fluorescens; Pseudomonas syringae	4.00	0.00	4.00	5.18	23.67	42.00	0	0	0	0	N/A	N/A		441; 465; 465	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
Acinetobacter baumannii AbaQ	3004574	protein homolog model	Resistomes & Variants	1	73.05	NO	NO	Pseudomonas fluorescens	1.00	0.00	1.00	2.13	28.00	46.00	0	0	0	0	N/A	N/A		1314	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
vanR gene in vanO cluster	3002930	protein homolog model	Resistomes & Variants	1	90.54	YES	NO	Mycolicibacterium fortuitum	127.00	0.00	127.00	16.38	114.00	104.54	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	4	99.41 - 100.0	NO	NO	Streptococcus suis; Campylobacter jejuni; Enterococcus faecalis	144.00	0.00	144.00	68.70	360.50	167.49	0	0	0	0	N/A	N/A		864; 231; 714; 522	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
armA	3000858	protein homolog model	Resistomes & Variants	1	99.61	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	13.71	144.00	167.50	0	0	0	0	N/A	N/A		1050	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
AAC(2')-Ia	3002523	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Providencia stuartii	4.00	0.00	4.00	4.84	26.00	37.00	0	0	0	0	N/A	N/A		537	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation
arnA	3002985	protein homolog model	Resistomes & Variants	3	98.64 - 99.4	YES	NO	Pseudomonas aeruginosa	4.00	0.00	4.00	6.15	122.33	97.50	0	0	0	0	N/A	N/A		1989; 1989; 1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	141.00	0.00	141.00	41.58	852.00	107.44	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
MexJ	3003692	protein homolog model	Resistomes & Variants	1	99.46	NO	NO	Pseudomonas aeruginosa	16.00	0.00	16.00	4.80	53.00	54.00	0	0	0	0	N/A	N/A		1104	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic	antibiotic efflux
ParR	3005068	protein homolog model	Resistomes & Variants	2	99.15 - 99.57	NO	NO	Pseudomonas aeruginosa	79.00	0.00	79.00	7.06	50.00	62.84	0	0	0	0	N/A	N/A		708; 708	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
AAC(6')-IIa	3002594	protein homolog model	Resistomes & Variants	1	82.07	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	4.32	24.00	34.00	0	0	0	0	N/A	N/A		555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
bcr-1	3003801	protein homolog model	Resistomes & Variants	1	99.72	NO	NO	Pseudomonas aeruginosa	3.00	0.00	3.00	1.57	17.00	23.00	0	0	0	0	N/A	N/A		1086	major facilitator superfamily (MFS) antibiotic efflux pump	bicyclomycin-like antibiotic	antibiotic efflux
DfrB9	3005350	protein homolog model	Resistomes & Variants	1	77.92	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	9.86	29.00	34.00	0	0	0	0	N/A	N/A		294	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
AAC(6')-Iz	3002570	protein homolog model	Resistomes & Variants	1	90.67	NO	NO	Stenotrophomonas maltophilia	1.00	0.00	1.00	5.34	25.00	34.00	0	0	0	0	N/A	N/A		468	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
lsaD	3005121	protein homolog model	Resistomes & Variants	1	98.39	NO	NO	Lactococcus garvieae	4.00	0.00	4.00	4.28	64.00	67.25	0	0	0	0	N/A	N/A		1494	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
vanW gene in vanG cluster	3002965	protein homolog model	Resistomes & Variants	1	29.06	NO	NO	Providencia rettgeri	1.00	0.00	1.00	4.04	33.00	68.00	0	0	0	0	N/A	N/A		816	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
LpsA	3005052	protein homolog model	Resistomes & Variants	1	96.09	NO	NO	Haemophilus influenzae	6.00	0.00	6.00	24.39	210.00	56.00	0	0	0	0	N/A	N/A		861	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	1	98.44	NO	NO	Enterococcus faecalis	68.00	0.00	68.00	35.52	682.00	189.50	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanX gene in vanD cluster	3003070	protein homolog model	Resistomes & Variants	1	88.12	YES	NO	Enterococcus faecalis	1.00	0.00	1.00	3.78	23.00	34.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanH gene in vanA cluster	3002942	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecalis	3.00	0.00	3.00	9.78	54.00	94.00	0	0	0	0	N/A	N/A		552	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
efrA	3003948	protein homolog model	Resistomes & Variants	1	99.3	NO	NO	Enterococcus faecalis	17.00	0.00	17.00	12.45	214.00	115.82	0	0	0	0	N/A	N/A		1719	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux
Streptococcus suis chloramphenicol acetyltransferase	3004455	protein homolog model	Resistomes & Variants	1	95.35	YES	NO	Streptococcus pneumoniae	1.00	0.00	1.00	17.36	113.00	189.00	0	0	0	0	N/A	N/A		651	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
Staphylococcus aureus FosB	3004661	protein homolog model	Resistomes & Variants	1	97.84	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	4.05	17.00	23.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
