ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
linG	3002879	protein homolog model	Resistomes & Variants	2	98.83 - 99.63	NO	YES	Enterobacter cloacae; Escherichia coli; Escherichia fergusonii; Klebsiella oxytoca; Salmonella enterica	5.00	0.00	5.00	26.17	214.50	191.00	0	0	0	0	N/A	N/A		822; 813	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
ACT-29	3001849	protein homolog model	Resistomes & Variants	1	92.91	NO	NO	Enterobacter cloacae	2.00	0.00	2.00	18.06	207.00	180.50	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
CMH-3	3006855	protein homolog model	Resistomes & Variants	1	99.21	NO	NO	Enterobacter cloacae	1.00	0.00	1.00	10.30	118.00	191.00	0	0	0	0	N/A	N/A		1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
ACT-78	3006272	protein homolog model	Resistomes & Variants	1	91.86	YES	NO	Enterobacter cloacae	1.00	0.00	1.00	2.27	26.00	34.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
rsmA	3005069	protein homolog model	Resistomes & Variants	10	85.25 - 92.73	YES	YES	Plesiomonas shigelloides; Escherichia coli; Morganella morganii; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Klebsiella aerogenes; Serratia marcescens; Enterobacter hormaechei; Enterobacter kobei	68.00	0.00	68.00	58.05	123.20	153.38	0	0	0	0	N/A	N/A		186; 192; 192; 213; 186; 186; 243; 186; 186; 333	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
FosA2	3002804	protein homolog model	Resistomes & Variants	4	79.41 - 95.74	NO	NO	Enterobacter chengduensis; Enterobacter kobei; Salmonella enterica; Enterobacter roggenkampii; Enterobacter hormaechei	7.00	0.00	7.00	33.16	154.75	183.56	0	0	0	0	N/A	N/A		534; 423; 426; 426	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
EstT	3007459	protein homolog model	Resistomes & Variants	1	98.69	YES	NO	Myroides odoratimimus; Riemerella anatipestifer	13.00	0.00	13.00	83.28	762.00	181.69	0	0	0	0	N/A	N/A		915	macrolide esterase	macrolide antibiotic	antibiotic inactivation
Erm(35)	3000604	protein homolog model	Resistomes & Variants	2	74.44 - 83.08	NO	NO	Phocaeicola vulgatus; Riemerella anatipestifer	89.00	0.00	89.00	15.91	127.50	89.48	0	0	0	0	N/A	N/A		801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
mdtA	3000792	protein homolog model	Resistomes & Variants	13	97.59 - 99.76	YES	NO	Escherichia coli; Shigella flexneri; Escherichia fergusonii	63.00	0.00	63.00	19.78	274.85	158.31	0	0	0	0	N/A	N/A		1368; 1368; 1734; 1368; 1368; 1368; 1455; 1368; 1368; 1248; 1368; 1377; 1368	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
cpxA	3000830	protein homolog model	Resistomes & Variants	14	96.94 - 100.0	YES	NO	Escherichia coli; Shigella flexneri; Salmonella enterica	261.00	0.00	261.00	28.48	391.29	147.46	0	0	0	0	N/A	N/A		1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
emrK	3000206	protein homolog model	Resistomes & Variants	10	94.28 - 100.0	YES	NO	Shigella flexneri; Escherichia coli; Shigella sonnei	138.00	0.00	138.00	31.76	369.80	154.53	0	0	0	0	N/A	N/A		1197; 1164; 1164; 1164; 1164; 1119; 1101; 1173; 1176; 1164	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
dfrA17	3002860	protein homolog model	Resistomes & Variants	2	99.36	NO	NO	Shigella flexneri; Escherichia coli	29.00	0.00	29.00	37.95	284.50	143.01	0	0	0	0	N/A	N/A		822; 603	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	11	97.78 - 100.0	NO	YES	Shigella flexneri; Escherichia coli; Salmonella enterica; Klebsiella pneumoniae; Serratia marcescens	169.00	0.00	169.00	25.68	285.09	151.92	0	0	0	0	N/A	N/A		996; 789; 783; 1005; 1641; 915; 909; 888; 888; 948; 870	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ugd	3003577	protein homolog model	Resistomes & Variants	29	93.04 - 99.48	YES	NO	Escherichia coli; Escherichia albertii; Escherichia marmotae	179.00	0.00	179.00	20.16	241.31	136.82	0	0	0	0	N/A	N/A		1167; 1167; 1167; 1167; 1167; 1827; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1176; 1224; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167; 1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	12	93.07 - 99.09	YES	NO	Escherichia coli	604.00	0.00	604.00	39.91	188.17	157.29	0	0	0	0	N/A	N/A		471; 609; 495; 333; 360; 423; 351; 606; 471; 357; 660; 582	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
emrY	3000254	protein homolog model	Resistomes & Variants	11	99.22 - 99.8	YES	NO	Escherichia coli	95.00	0.00	95.00	30.44	469.18	177.90	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1539; 1539; 1539; 1539; 1539; 1539; 1620; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AcrF	3000502	protein homolog model	Resistomes & Variants	11	95.76 - 99.71	YES	NO	Escherichia coli; Shigella dysenteriae	295.00	0.00	295.00	32.10	975.00	178.79	0	0	0	0	N/A	N/A		3105; 4275; 3105; 3105; 3171; 3105; 3105; 3153; 3159; 3297; 555	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
mdtF	3000796	protein homolog model	Resistomes & Variants	7	99.52 - 100.0	NO	NO	Escherichia coli	190.00	0.00	190.00	32.60	1015.00	189.80	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtH	3001216	protein homolog model	Resistomes & Variants	12	97.51 - 100.0	YES	NO	Escherichia coli; Shigella boydii	79.00	0.00	79.00	25.99	315.58	164.23	0	0	0	0	N/A	N/A		1209; 1209; 1209; 1209; 1209; 1209; 1251; 1209; 1209; 1209; 1209; 1239	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	9	95.31 - 100.0	YES	NO	Escherichia coli	319.00	0.00	319.00	28.06	341.67	149.76	0	0	0	0	N/A	N/A		1200; 1185; 1221; 1233; 1233; 1167; 1203; 1218; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
acrD	3000491	protein homolog model	Resistomes & Variants	9	99.04 - 99.9	YES	NO	Escherichia coli; Shigella sonnei	315.00	0.00	315.00	36.46	1135.44	177.67	0	0	0	0	N/A	N/A		3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
gadX	3000508	protein homolog model	Resistomes & Variants	11	93.13 - 100.0	NO	NO	Escherichia coli; Shigella sonnei	270.00	0.00	270.00	50.04	441.82	167.24	0	0	0	0	N/A	N/A		825; 933; 825; 984; 807; 861; 867; 888; 822; 909; 882	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
eptA	3003576	protein homolog model	Resistomes & Variants	11	96.16 - 99.82	YES	NO	Escherichia coli; Shigella sonnei	366.00	0.00	366.00	32.52	678.91	162.93	0	0	0	0	N/A	N/A		1644; 1656; 1644; 1644; 1644; 1644; 1644; 1719; 1710; 1644; 3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
TEM-206	3001383	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	39.00	0.00	39.00	19.40	174.00	164.31	0	0	0	0	N/A	N/A		897	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
mdtN	3003548	protein homolog model	Resistomes & Variants	10	98.51 - 99.71	YES	NO	Escherichia coli	333.00	0.00	333.00	39.74	414.00	183.80	0	0	0	0	N/A	N/A		1032; 1032; 1032; 1032; 1032; 1071; 1032; 1032; 1032; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gadW	3003838	protein homolog model	Resistomes & Variants	2	97.11 - 100.0	YES	NO	Escherichia coli	92.00	0.00	92.00	58.16	424.00	164.07	0	0	0	0	N/A	N/A		729; 729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
AcrS	3000656	protein homolog model	Resistomes & Variants	12	95.0 - 100.0	YES	NO	Escherichia coli	65.00	0.00	65.00	37.28	255.08	165.74	0	0	0	0	N/A	N/A		663; 693; 723; 681; 663; 702; 663; 663; 726; 663; 645; 663	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
YojI	3003952	protein homolog model	Resistomes & Variants	13	98.9 - 100.0	YES	NO	Escherichia coli; Shigella sonnei	115.00	0.00	115.00	24.56	403.92	159.29	0	0	0	0	N/A	N/A		1644; 1644; 1644; 1644; 1644; 1644; 1644; 1644; 1662; 1644; 1644; 1644; 1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
evgS	3000833	protein homolog model	Resistomes & Variants	13	97.94 - 99.92	YES	NO	Escherichia coli; Shigella sonnei; Shigella dysenteriae	274.00	0.00	274.00	27.47	874.38	185.10	0	0	0	0	N/A	N/A		3594; 3594; 3594; 3594; 3594; 3579; 3594; 3594; 3594; 3594; 3543; 3594; 372	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
mdtO	3003549	protein homolog model	Resistomes & Variants	11	98.39 - 99.85	YES	NO	Escherichia coli	102.00	0.00	102.00	27.24	559.00	185.14	0	0	0	0	N/A	N/A		2052; 2052; 2052; 2052; 2052; 2052; 2052; 2052; 2052; 2052; 2052	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
cmlA1	3002693	protein homolog model	Resistomes & Variants	1	99.52	NO	YES	Escherichia coli; Klebsiella pneumoniae	11.00	0.00	11.00	59.48	778.00	188.27	0	0	0	0	N/A	N/A		1308	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
AAC(3)-IVa	3002539	protein homolog model	Resistomes & Variants	2	100.0	NO	YES	Escherichia coli; Salmonella enterica	288.00	0.00	288.00	36.21	457.50	179.91	0	0	0	0	N/A	N/A		1365; 951	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
catA1	3002683	protein homolog model	Resistomes & Variants	2	99.06 - 100.0	NO	NO	Escherichia coli	215.00	0.00	215.00	21.45	151.00	165.86	0	0	0	0	N/A	N/A		699; 711	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
TolC	3000237	protein homolog model	Resistomes & Variants	14	97.57 - 100.0	YES	NO	Escherichia coli; Shigella sonnei; Shigella flexneri; Escherichia albertii; Escherichia fergusonii; Escherichia marmotae	165.00	0.00	165.00	26.97	400.64	147.09	0	0	0	0	N/A	N/A		1488; 1488; 1482; 1488; 1482; 1482; 1488; 1488; 1482; 1488; 1482; 1482; 1476; 1482	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtM	3001214	protein homolog model	Resistomes & Variants	16	93.6 - 98.54	YES	NO	Escherichia coli	173.00	0.00	173.00	27.62	459.50	160.95	0	0	0	0	N/A	N/A		1233; 1176; 1233; 2553; 1260; 1233; 1260; 1233; 1233; 1233; 1233; 2553; 1233; 1233; 1224; 1332	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
EC-13	3006874	protein homolog model	Resistomes & Variants	3	98.14 - 99.2	NO	NO	Escherichia coli	34.00	0.00	34.00	39.94	483.67	181.22	0	0	0	0	N/A	N/A		1251; 1134; 1284	EC beta-lactamase	cephalosporin	antibiotic inactivation
floR	3002705	protein homolog model	Resistomes & Variants	1	99.5	NO	YES	Escherichia coli; Klebsiella pneumoniae; Salmonella enterica	64.00	0.00	64.00	100.00	1215.00	187.97	0	0	0	0	N/A	N/A		1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
rmtB	3000860	protein homolog model	Resistomes & Variants	2	99.6 - 100.0	NO	NO	Escherichia coli; Klebsiella pneumoniae	29.00	0.00	29.00	13.35	107.00	101.56	0	0	0	0	N/A	N/A		756; 816	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
mdtE	3000795	protein homolog model	Resistomes & Variants	8	97.66 - 100.0	YES	NO	Escherichia coli; Escherichia marmotae	128.00	0.00	128.00	42.46	511.12	181.43	0	0	0	0	N/A	N/A		1158; 1158; 1158; 1158; 1239; 1158; 1158; 1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
evgA	3000832	protein homolog model	Resistomes & Variants	6	99.02 - 100.0	YES	NO	Escherichia coli	60.00	0.00	60.00	58.13	364.00	183.97	0	0	0	0	N/A	N/A		615; 624; 615; 669; 615; 615	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	4	92.75 - 96.6	NO	NO	Escherichia coli	285.00	0.00	285.00	37.18	316.75	165.87	0	0	0	0	N/A	N/A		891; 996; 858; 747	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
tet(A)	3000165	protein homolog model	Resistomes & Variants	4	97.8 - 100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	118.00	0.00	118.00	44.59	644.25	174.38	0	0	0	0	N/A	N/A		1335; 1614; 1368; 1293	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Mrx	3003839	protein homolog model	Resistomes & Variants	2	98.52 - 99.51	NO	NO	Escherichia coli	15.00	0.00	15.00	6.75	76.50	147.11	0	0	0	0	N/A	N/A		1032; 1377	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
TEM-150	3001017	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	6.00	0.00	6.00	22.63	243.00	34.67	0	0	0	0	N/A	N/A		1074	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
emrR	3000516	protein homolog model	Resistomes & Variants	15	92.57 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae; Enterobacter roggenkampii; Enterobacter hormaechei; Klebsiella michiganensis; Klebsiella quasipneumoniae	131.00	0.00	131.00	51.36	283.00	183.34	0	0	0	0	N/A	N/A		531; 531; 531; 660; 639; 531; 531; 486; 531; 531; 531; 531; 531; 654; 531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
TEM-1	3000873	protein homolog model	Resistomes & Variants	3	100.0	NO	NO	Escherichia coli; Klebsiella pneumoniae	44.00	0.00	44.00	21.72	191.33	143.76	0	0	0	0	N/A	N/A		891; 891; 873	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
sul1	3000410	protein homolog model	Resistomes & Variants	9	99.61 - 100.0	YES	YES	Escherichia coli; Klebsiella aerogenes; Klebsiella pneumoniae; Leclercia adecarboxylata; Pseudomonas aeruginosa; Salmonella enterica	250.00	0.00	250.00	39.38	413.56	174.68	0	0	0	0	N/A	N/A		954; 963; 804; 1014; 927; 1182; 1221; 972; 1038	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	2	98.99	NO	NO	Escherichia coli	33.00	0.00	33.00	19.02	155.00	132.38	0	0	0	0	N/A	N/A		840; 804	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
dfrA19	3003015	protein homolog model	Resistomes & Variants	1	97.37	NO	NO	Escherichia coli	25.00	0.00	25.00	24.54	159.00	120.04	0	0	0	0	N/A	N/A		648	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
EC-14	3006875	protein homolog model	Resistomes & Variants	2	99.2 - 99.73	NO	NO	Escherichia coli	37.00	0.00	37.00	62.67	889.50	189.79	0	0	0	0	N/A	N/A		1134; 1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
dfrA12	3002858	protein homolog model	Resistomes & Variants	3	100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	22.00	0.00	22.00	55.04	328.67	176.96	0	0	0	0	N/A	N/A		498; 630; 579	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
EC-8	3006881	protein homolog model	Resistomes & Variants	1	98.41	NO	NO	Escherichia coli	2.00	0.00	2.00	15.29	238.00	191.00	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
qacL	3005098	protein homolog model	Resistomes & Variants	3	92.59 - 93.64	NO	YES	Escherichia coli	22.00	0.00	22.00	49.81	175.67	151.95	0	0	0	0	N/A	N/A		333; 354; 357	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
aadA2	3002602	protein homolog model	Resistomes & Variants	5	97.27 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae	269.00	0.00	269.00	42.86	544.80	156.52	0	0	0	0	N/A	N/A		987; 1674; 744; 831; 1053	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtP	3003550	protein homolog model	Resistomes & Variants	6	97.91 - 100.0	YES	NO	Escherichia coli; Shigella sonnei	130.00	0.00	130.00	45.39	988.17	188.07	0	0	0	0	N/A	N/A		1467; 1467; 1467; 1554; 3213; 3273	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
EC-5	3006880	protein homolog model	Resistomes & Variants	4	98.41 - 100.0	NO	NO	Escherichia coli	76.00	0.00	76.00	20.30	285.50	153.64	0	0	0	0	N/A	N/A		1212; 1191; 1557; 1416	EC beta-lactamase	cephalosporin	antibiotic inactivation
EC-18	3006878	protein homolog model	Resistomes & Variants	2	98.9 - 98.94	NO	NO	Escherichia coli	5.00	0.00	5.00	10.54	125.00	184.50	0	0	0	0	N/A	N/A		1197; 1167	EC beta-lactamase	cephalosporin	antibiotic inactivation
tet(C)	3000167	protein homolog model	Resistomes & Variants	3	76.37 - 99.24	NO	NO	Escherichia coli; Klebsiella pneumoniae; Proteus mirabilis	251.00	0.00	251.00	60.14	1502.33	188.40	0	0	0	0	N/A	N/A		3471; 1356; 1191	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OXA-1	3001396	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	6.00	0.00	6.00	20.31	184.00	170.00	0	0	0	0	N/A	N/A		906	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
Escherichia coli ampC beta-lactamase	3004290	protein homolog model	Resistomes & Variants	3	97.53 - 99.73	YES	NO	Escherichia coli	100.00	0.00	100.00	40.94	624.00	154.65	0	0	0	0	N/A	N/A		1557; 1554; 1149	ampC-type beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(3)-IIe	3004621	protein homolog model	Resistomes & Variants	1	98.95	NO	NO	Escherichia coli	31.00	0.00	31.00	20.92	219.00	146.48	0	0	0	0	N/A	N/A		1047	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
MCR-1.1	3003689	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	3.00	0.00	3.00	20.48	333.00	153.33	0	0	0	0	N/A	N/A		1626	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
aadA5	3002605	protein homolog model	Resistomes & Variants	2	100.0	YES	NO	Escherichia coli	338.00	0.00	338.00	35.12	385.50	140.56	0	0	0	0	N/A	N/A		1215; 846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
aadA22	3002619	protein homolog model	Resistomes & Variants	1	99.23	NO	NO	Escherichia coli	51.00	0.00	51.00	79.66	1073.00	189.24	0	0	0	0	N/A	N/A		1347	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CMY-16	3002027	protein homolog model	Resistomes & Variants	1	99.43	NO	NO	Escherichia coli	18.00	0.00	18.00	18.25	213.00	168.67	0	0	0	0	N/A	N/A		1167	CMY beta-lactamase	cephalosporin	antibiotic inactivation
TEM-243	3005273	protein homolog model	Resistomes & Variants	2	97.48 - 98.92	NO	YES	Escherichia coli	23.00	0.00	23.00	54.31	516.50	182.66	0	0	0	0	N/A	N/A		951; 951	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
EC-15	3006876	protein homolog model	Resistomes & Variants	1	98.14	NO	NO	Escherichia coli	6.00	0.00	6.00	15.93	248.00	177.50	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
aphA15	3004675	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	1.00	0.00	1.00	11.76	109.00	175.00	0	0	0	0	N/A	N/A		927	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SAT-2	3002895	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	18.00	0.00	18.00	31.59	199.00	153.39	0	0	0	0	N/A	N/A		630	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
DHA-1	3002132	protein homolog model	Resistomes & Variants	1	99.74	YES	NO	Morganella morganii	2.00	0.00	2.00	20.88	238.00	190.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin	antibiotic inactivation
Erm(42)	3003106	protein homolog model	Resistomes & Variants	1	99.67	NO	NO	Morganella morganii	9.00	0.00	9.00	14.58	133.00	56.00	0	0	0	0	N/A	N/A		912	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
LptD	3005059	protein homolog model	Resistomes & Variants	15	91.43 - 100.0	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Klebsiella huaxiensis; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	294.00	0.00	294.00	27.60	652.93	157.25	0	0	0	0	N/A	N/A		2370; 2373; 2370; 2349; 2349; 2349; 2349; 2397; 2370; 2367; 2370; 2367; 2367; 2349; 2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
CARB-18	3003174	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Vibrio parahaemolyticus	1.00	0.00	1.00	3.64	31.00	67.00	0	0	0	0	N/A	N/A		852	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
Pseudomonas aeruginosa soxR	3004107	protein homolog model	Resistomes & Variants	2	65.99 - 67.61	NO	NO	Pseudomonas koreensis; Pseudomonas mendocina	4.00	0.00	4.00	8.01	36.00	63.84	0	0	0	0	N/A	N/A		453; 447	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
FosA6	3004111	protein homolog model	Resistomes & Variants	13	95.68 - 99.28	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	539.00	0.00	539.00	44.81	249.00	174.24	0	0	0	0	N/A	N/A		420; 420; 420; 489; 462; 420; 420; 1281; 420; 420; 489; 420; 480	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnG	3004588	protein homolog model	Resistomes & Variants	15	94.87 - 99.74	YES	NO	Klebsiella pneumoniae; Raoultella planticola; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	132.00	0.00	132.00	27.49	323.07	174.39	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1194; 1173; 1173; 1173; 1173; 1173; 1173; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
