ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
evgA	3000832	protein homolog model	Resistomes & Variants	6	99.51 - 100.0	NO	NO	Escherichia coli	26.00	0.00	26.00	38.00	238.00	157.23	0	0	0	0	N/A	N/A		615; 615; 669; 615; 615; 615	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	2	95.7 - 95.89	NO	NO	Escherichia coli	30.00	0.00	30.00	21.12	173.50	152.24	0	0	0	0	N/A	N/A		891; 747	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
ArnT	3005053	protein homolog model	Resistomes & Variants	13	41.0 - 99.46	YES	NO	Escherichia coli; Morganella morganii; Klebsiella pneumoniae; Pseudomonas chlororaphis; Shigella boydii; Edwardsiella tarda	74.00	0.00	74.00	15.27	248.54	125.30	0	0	0	0	N/A	N/A		1419; 1653; 1518; 1596; 927; 1653; 1653; 1698; 1656; 1656; 1647; 1701; 1659	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gadX	3000508	protein homolog model	Resistomes & Variants	10	92.34 - 100.0	NO	NO	Escherichia coli; Shigella sonnei	41.00	0.00	41.00	27.40	239.10	170.02	0	0	0	0	N/A	N/A		984; 825; 966; 825; 825; 843; 825; 882; 909; 822	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
emrY	3000254	protein homolog model	Resistomes & Variants	6	99.4 - 99.8	NO	NO	Escherichia coli; Shigella sonnei	40.00	0.00	40.00	27.66	427.33	178.20	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1620; 1539; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
dfrA5	3002861	protein homolog model	Resistomes & Variants	1	99.36	NO	NO	Escherichia coli; Klebsiella pneumoniae; Pseudomonas aeruginosa	9.00	0.00	9.00	63.39	310.00	131.89	0	0	0	0	N/A	N/A		489	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
aadA2	3002602	protein homolog model	Resistomes & Variants	2	99.15 - 100.0	YES	NO	Escherichia coli; Klebsiella pneumoniae	7.00	0.00	7.00	19.15	246.50	177.79	0	0	0	0	N/A	N/A		882; 1674	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	1	98.99	NO	NO	Escherichia coli	3.00	0.00	3.00	21.14	170.00	163.67	0	0	0	0	N/A	N/A		804	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	5	91.69 - 100.0	YES	NO	Escherichia coli; Salmonella enterica	37.00	0.00	37.00	42.10	503.20	185.44	0	0	0	0	N/A	N/A		1194; 1194; 1194; 1194; 1230	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtH	3001216	protein homolog model	Resistomes & Variants	6	99.5 - 100.0	YES	NO	Escherichia coli	21.00	0.00	21.00	25.68	310.50	176.53	0	0	0	0	N/A	N/A		1209; 1209; 1209; 1209; 1209; 1209	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
qacL	3005098	protein homolog model	Resistomes & Variants	2	92.73 - 92.93	NO	NO	Escherichia coli	2.00	0.00	2.00	16.27	55.00	145.50	0	0	0	0	N/A	N/A		333; 357	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
mdtP	3003550	protein homolog model	Resistomes & Variants	7	97.91 - 100.0	YES	NO	Escherichia coli; Shigella sonnei	59.00	0.00	59.00	31.86	593.86	180.43	0	0	0	0	N/A	N/A		1467; 1467; 1482; 1467; 1554; 3213; 3273	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtA	3000792	protein homolog model	Resistomes & Variants	8	97.35 - 99.52	YES	NO	Escherichia coli; Escherichia marmotae	20.00	0.00	20.00	14.82	202.62	158.12	0	0	0	0	N/A	N/A		1368; 1455; 1248; 1476; 1338; 1362; 1395; 1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
AcrS	3000656	protein homolog model	Resistomes & Variants	4	96.82 - 99.55	NO	NO	Escherichia coli	19.00	0.00	19.00	43.22	296.75	164.30	0	0	0	0	N/A	N/A		663; 702; 663; 729	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
EC-5	3006880	protein homolog model	Resistomes & Variants	2	98.41 - 99.73	NO	NO	Escherichia coli	12.00	0.00	12.00	17.73	233.50	131.14	0	0	0	0	N/A	N/A		1191; 1416	EC beta-lactamase	cephalosporin	antibiotic inactivation
Mrx	3003839	protein homolog model	Resistomes & Variants	1	97.6	NO	NO	Escherichia coli	1.00	0.00	1.00	4.58	92.00	180.00	0	0	0	0	N/A	N/A		2007	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
tet(C)	3000167	protein homolog model	Resistomes & Variants	3	76.37 - 79.49	NO	NO	Escherichia coli; Klebsiella pneumoniae	62.00	0.00	62.00	36.14	940.67	185.80	0	0	0	0	N/A	N/A		3471; 1356; 1311	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	3	95.65 - 99.25	YES	NO	Escherichia coli; Klebsiella pneumoniae	35.00	0.00	35.00	11.69	191.33	171.76	0	0	0	0	N/A	N/A		1881; 930; 2496	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
rmtB	3000860	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Escherichia coli	5.00	0.00	5.00	4.23	32.00	39.75	0	0	0	0	N/A	N/A		756; 756	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
Escherichia coli ampC beta-lactamase	3004290	protein homolog model	Resistomes & Variants	2	97.88 - 99.73	NO	NO	Escherichia coli	22.00	0.00	22.00	55.27	860.50	187.94	0	0	0	0	N/A	N/A		1557; 1557	ampC-type beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
aadA22	3002619	protein homolog model	Resistomes & Variants	1	99.23	NO	NO	Escherichia coli	5.00	0.00	5.00	28.73	387.00	191.00	0	0	0	0	N/A	N/A		1347	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
aadA5	3002605	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Escherichia coli	67.00	0.00	67.00	36.21	440.00	123.07	0	0	0	0	N/A	N/A		1215	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
QnrS1	3002790	protein homolog model	Resistomes & Variants	2	99.54	NO	NO	Escherichia coli; Enterobacter hormaechei	16.00	0.00	16.00	58.91	387.00	188.61	0	0	0	0	N/A	N/A		657; 657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TEM-243	3005273	protein homolog model	Resistomes & Variants	1	97.48	NO	YES	Escherichia coli	1.00	0.00	1.00	3.89	37.00	139.00	0	0	0	0	N/A	N/A		951	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
EC-15	3006876	protein homolog model	Resistomes & Variants	2	92.57 - 98.14	YES	NO	Escherichia coli; Escherichia marmotae	3.00	0.00	3.00	8.44	128.50	124.00	0	0	0	0	N/A	N/A		1557; 1212	EC beta-lactamase	cephalosporin	antibiotic inactivation
lnuG	3004085	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Escherichia coli	8.00	0.00	8.00	61.27	522.00	152.12	0	0	0	0	N/A	N/A		852	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
CTX-M-15	3001878	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	25.00	0.00	25.00	92.01	806.00	188.92	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
SAT-2	3002895	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	3.00	0.00	3.00	21.75	137.00	183.00	0	0	0	0	N/A	N/A		630	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
EC-14	3006875	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Escherichia coli	2.00	0.00	2.00	14.58	227.00	189.00	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
LptD	3005059	protein homolog model	Resistomes & Variants	7	92.2 - 99.74	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae; Klebsiella huaxiensis; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	26.00	0.00	26.00	9.72	229.71	131.39	0	0	0	0	N/A	N/A		2373; 2349; 2406; 2367; 2370; 2367; 2316	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
sul1	3000410	protein homolog model	Resistomes & Variants	1	100.0	NO	YES	Klebsiella aerogenes	1.00	0.00	1.00	11.14	113.00	182.00	0	0	0	0	N/A	N/A		1014	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
Klebsiella pneumoniae OmpK37	3004122	protein homolog model	Resistomes & Variants	2	99.2 - 99.47	NO	NO	Klebsiella pneumoniae	4.00	0.00	4.00	15.20	171.50	172.33	0	0	0	0	N/A	N/A		1125; 1137	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	reduced permeability to antibiotic
FosA6	3004111	protein homolog model	Resistomes & Variants	2	95.68 - 97.1	YES	NO	Klebsiella pneumoniae	25.00	0.00	25.00	35.46	342.50	121.59	0	0	0	0	N/A	N/A		489; 1281	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
SHV-1	3001059	protein homolog model	Resistomes & Variants	1	99.65	YES	NO	Klebsiella pneumoniae	4.00	0.00	4.00	26.88	254.00	112.25	0	0	0	0	N/A	N/A		945	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
Campylobacter coli chloramphenicol acetyltransferase	3004454	protein homolog model	Resistomes & Variants	1	96.14	NO	NO	Klebsiella pneumoniae	11.00	0.00	11.00	67.78	425.00	120.18	0	0	0	0	N/A	N/A		627	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnG	3004588	protein homolog model	Resistomes & Variants	6	95.38 - 99.74	NO	NO	Klebsiella pneumoniae; Klebsiella oxytoca; Klebsiella michiganensis	7.00	0.00	7.00	11.78	138.17	174.33	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
oqxA	3003922	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Klebsiella pneumoniae	4.00	0.00	4.00	12.86	155.00	184.75	0	0	0	0	N/A	N/A		1263; 1176	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	2	89.2 - 100.0	NO	NO	Klebsiella pneumoniae; Serratia marcescens	20.00	0.00	20.00	27.29	238.50	181.56	0	0	0	0	N/A	N/A		936; 720	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
dfrA27	3004550	protein homolog model	Resistomes & Variants	2	99.36 - 100.0	NO	NO	Klebsiella pneumoniae; Enterobacter hormaechei	2.00	0.00	2.00	14.22	80.50	160.00	0	0	0	0	N/A	N/A		666; 528	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
fosA5	3003209	protein homolog model	Resistomes & Variants	1	98.53	YES	NO	Klebsiella pneumoniae	1.00	0.00	1.00	19.56	88.00	175.00	0	0	0	0	N/A	N/A		450	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
rmtF	3002666	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	3.48	36.00	78.00	0	0	0	0	N/A	N/A		1035	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
cmlA5	3002695	protein homolog model	Resistomes & Variants	2	99.76 - 100.0	NO	NO	Klebsiella pneumoniae; Pseudomonas aeruginosa	4.00	0.00	4.00	10.39	172.00	168.67	0	0	0	0	N/A	N/A		1713; 1404	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
OmpA	3005044	protein homolog model	Resistomes & Variants	4	95.72 - 99.72	YES	NO	Klebsiella pneumoniae; Raoultella planticola; Klebsiella michiganensis	13.00	0.00	13.00	16.36	179.50	151.35	0	0	0	0	N/A	N/A		1071; 1071; 1125; 1071	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
dfrA14	3002859	protein homolog model	Resistomes & Variants	1	99.36	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	22.67	187.00	184.50	0	0	0	0	N/A	N/A		825	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
TEM-244	3007453	protein homolog model	Resistomes & Variants	1	97.71	NO	YES	Klebsiella pneumoniae	11.00	0.00	11.00	43.93	597.00	177.18	0	0	0	0	N/A	N/A		1359	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
QnrS10	3004622	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	16.00	0.00	16.00	86.78	617.00	174.06	0	0	0	0	N/A	N/A		711	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TEM-1	3000873	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	11.23	98.00	172.00	0	0	0	0	N/A	N/A		873	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
FosA8	3007371	protein homolog model	Resistomes & Variants	2	55.88 - 63.97	YES	NO	Proteus vulgaris; Providencia rettgeri	8.00	0.00	8.00	7.51	31.00	41.07	0	0	0	0	N/A	N/A		411; 414	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
lnuB	3002836	protein homolog model	Resistomes & Variants	2	98.88 - 99.63	NO	NO	Enterococcus faecium; Streptococcus dysgalactiae; Staphylococcus aureus	16.00	0.00	16.00	62.83	508.00	189.78	0	0	0	0	N/A	N/A		804; 810	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
FosD	3004674	protein homolog model	Resistomes & Variants	1	85.61	NO	NO	Staphylococcus intermedius	1.00	0.00	1.00	28.33	119.00	189.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
patB	3000025	protein homolog model	Resistomes & Variants	8	67.62 - 99.66	YES	NO	Streptococcus mitis; Streptococcus sanguinis; Streptococcus iniae; Streptococcus pseudopneumoniae; Streptococcus gordonii; Streptococcus pneumoniae	47.00	0.00	47.00	9.73	194.38	124.85	0	0	0	0	N/A	N/A		1767; 1770; 1785; 1767; 1767; 1770; 1776; 2709	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
lsaC	3003112	protein homolog model	Resistomes & Variants	1	99.39	NO	NO	Streptococcus mitis	131.00	0.00	131.00	100.00	1479.00	159.64	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
APH(3')-IIIa	3002647	protein homolog model	Resistomes & Variants	2	98.86 - 99.62	YES	NO	Staphylococcus pseudintermedius; Streptococcus agalactiae	12.00	0.00	12.00	38.51	382.50	166.00	0	0	0	0	N/A	N/A		1104; 786	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
OXA-181	3001784	protein homolog model	Resistomes & Variants	1	92.45	NO	NO	Shewanella putrefaciens	1.00	0.00	1.00	2.51	20.00	34.00	0	0	0	0	N/A	N/A		798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
sdiA	3000826	protein homolog model	Resistomes & Variants	1	99.58	YES	NO	Salmonella enterica	2.00	0.00	2.00	6.22	45.00	56.00	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
QnrB10	3002724	protein homolog model	Resistomes & Variants	1	92.48	NO	NO	Salmonella enterica	1.00	0.00	1.00	17.47	119.00	191.00	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
MdtK	3001327	protein homolog model	Resistomes & Variants	2	98.73 - 99.37	NO	NO	Salmonella enterica	30.00	0.00	30.00	13.84	256.50	102.09	0	0	0	0	N/A	N/A		1896; 1527	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
nimA	3007104	protein homolog model	Resistomes & Variants	2	55.9 - 57.14	NO	NO	Faecalibacterium prausnitzii	5.00	0.00	5.00	36.48	179.50	175.42	0	0	0	0	N/A	N/A		492; 492	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
catS	3002688	protein homolog model	Resistomes & Variants	4	85.98 - 100.0	YES	NO	Faecalibacterium prausnitzii; Enterocloster clostridioformis; Parvimonas micra; Neisseria brasiliensis; Streptococcus agalactiae	34.00	0.00	34.00	45.55	284.25	137.59	0	0	0	0	N/A	N/A		624; 624; 624; 624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
LnuH	3004600	protein homolog model	Resistomes & Variants	1	94.42	NO	NO	Glaesserella parasuis	3.00	0.00	3.00	6.72	51.00	56.00	0	0	0	0	N/A	N/A		759	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
sdrM	3007013	protein homolog model	Resistomes & Variants	9	43.68 - 99.78	YES	NO	Staphylococcus hominis; Staphylococcus saprophyticus; Staphylococcus warneri; Macrococcus canis; Staphylococcus aureus	50.00	0.00	50.00	11.13	145.44	93.99	0	0	0	0	N/A	N/A		1341; 1341; 1338; 1332; 1299; 1299; 1299; 1299; 1344	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
APH(9)-Ia	3002662	protein homolog model	Resistomes & Variants	1	99.7	NO	NO	Legionella pneumophila	1.00	0.00	1.00	2.61	26.00	46.00	0	0	0	0	N/A	N/A		996	APH(9)	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iid	3002589	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus hirae	1.00	0.00	1.00	21.68	119.00	191.00	0	0	0	0	N/A	N/A		549	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
sepA	3007012	protein homolog model	Resistomes & Variants	5	47.22 - 75.66	YES	NO	Staphylococcus saprophyticus; Staphylococcus warneri; Macrococcus canis; Staphylococcus epidermidis; Staphylococcus arlettae	11.00	0.00	11.00	6.45	30.00	58.35	0	0	0	0	N/A	N/A		456; 468; 468; 468; 456	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
QnrS2	3002791	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia albertii	7.00	0.00	7.00	18.07	129.00	164.57	0	0	0	0	N/A	N/A		714	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
FosX	3000198	protein homolog model	Resistomes & Variants	1	93.23	NO	NO	Listeria monocytogenes	9.00	0.00	9.00	17.41	70.00	76.00	0	0	0	0	N/A	N/A		402	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
Streptomyces venezuelae rox	3007209	protein homolog model	Resistomes & Variants	1	74.53	NO	NO	Nocardia terpenica	3.00	0.00	3.00	10.32	148.00	92.67	0	0	0	0	N/A	N/A		1434	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
vanX gene in vanB cluster	3002950	protein homolog model	Resistomes & Variants	1	96.53	YES	YES	Enterocloster clostridioformis; Enterococcus faecalis; Enterococcus faecium	1.00	0.00	1.00	19.54	119.00	191.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
mef(H)	3007047	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	2.00	0.00	2.00	2.85	35.00	45.00	0	0	0	0	N/A	N/A		1230	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
clcD	3004599	protein homolog model	Resistomes & Variants	1	99.71	YES	YES	Enterococcus faecium; Staphylococcus aureus	296.00	0.00	296.00	100.00	1050.00	184.84	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
msrC	3002819	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	5.00	0.00	5.00	22.92	339.00	121.80	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
FosI	3007370	protein homolog model	Resistomes & Variants	1	43.93	NO	NO	Enterococcus faecium	11.00	0.00	11.00	26.22	118.00	151.09	0	0	0	0	N/A	N/A		450	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
efmA	3003954	protein homolog model	Resistomes & Variants	2	99.53	NO	NO	Enterococcus faecium	6.00	0.00	6.00	15.21	203.50	150.50	0	0	0	0	N/A	N/A		1338; 1338	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
ErmT	3000595	protein homolog model	Resistomes & Variants	4	93.44 - 99.17	NO	NO	Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	41.00	0.00	41.00	28.22	235.50	162.71	0	0	0	0	N/A	N/A		771; 924; 735; 798	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
emtA	3004669	protein homolog model	Resistomes & Variants	1	99.34	NO	NO	Enterococcus faecium	1.00	0.00	1.00	3.24	30.00	81.00	0	0	0	0	N/A	N/A		927	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic; orthosomycin antibiotic	antibiotic target alteration
aadA10	3004692	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Enterobacter hormaechei	2.00	0.00	2.00	17.05	154.00	143.00	0	0	0	0	N/A	N/A		903	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ic	3002549	protein homolog model	Resistomes & Variants	1	93.84	NO	NO	Enterobacter hormaechei	1.00	0.00	1.00	5.22	23.00	46.00	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
salC	3007027	protein homolog model	Resistomes & Variants	5	42.53 - 42.72	YES	NO	Macrococcus canis	26.00	0.00	26.00	23.50	376.80	172.82	0	0	0	0	N/A	N/A		1605; 1602; 1602; 1602; 1602	sal-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
fusC	3003733	protein homolog model	Resistomes & Variants	2	96.23 - 99.06	YES	NO	Macrococcus canis; Staphylococcus haemolyticus	4.00	0.00	4.00	27.86	178.00	175.33	0	0	0	0	N/A	N/A		639; 639	Target protecting FusB-type protein conferring resistance to Fusidic acid	fusidane antibiotic	antibiotic target protection
msrF	3005087	protein homolog model	Resistomes & Variants	1	99.38	YES	NO	Macrococcus canis	3.00	0.00	3.00	3.56	52.00	41.33	0	0	0	0	N/A	N/A		1461	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
lnuA	3002835	protein homolog model	Resistomes & Variants	5	92.55 - 99.38	NO	NO	Macrococcus canis; Streptococcus suis; Staphylococcus aureus	71.00	0.00	71.00	34.04	218.60	125.07	0	0	0	0	N/A	N/A		618; 708; 651; 534; 627	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
CblA-1	3002999	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Phocaeicola dorei	5.00	0.00	5.00	58.59	522.00	135.00	0	0	0	0	N/A	N/A		891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
catA4	3004657	protein homolog model	Resistomes & Variants	1	97.24	NO	NO	Proteus mirabilis	1.00	0.00	1.00	18.20	119.00	191.00	0	0	0	0	N/A	N/A		654	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
SAT-4	3002897	protein homolog model	Resistomes & Variants	2	97.81 - 97.97	NO	NO	Staphylococcus haemolyticus; Enterococcus faecalis	3.00	0.00	3.00	22.59	119.00	159.75	0	0	0	0	N/A	N/A		504; 552	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	3	93.59 - 94.66	NO	NO	Staphylococcus aureus; Staphylococcus epidermidis; Staphylococcus haemolyticus	16.00	0.00	16.00	6.25	54.67	64.06	0	0	0	0	N/A	N/A		846; 846; 906	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
rpoB2	3000501	protein homolog model	Resistomes & Variants	2	96.91 - 99.91	YES	NO	Nocardia farcinica	57.00	0.00	57.00	26.55	952.00	99.19	0	0	0	0	N/A	N/A		3594; 3582	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
