ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OmpA	3005044	protein homolog model	Resistomes & Variants	13	95.72 - 99.72	YES	NO	Klebsiella pneumoniae; Raoultella planticola; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	255.00	0.00	255.00	26.62	289.23	149.68	0	0	0	0	N/A	N/A		1071; 1071; 1071; 1071; 1071; 1071; 1071; 1125; 1071; 1071; 1071; 1125; 1071	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
Klebsiella pneumoniae OmpK37	3004122	protein homolog model	Resistomes & Variants	8	95.72 - 99.2	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	239.00	0.00	239.00	27.27	306.75	112.13	0	0	0	0	N/A	N/A		1125; 1125; 1125; 1125; 1125; 1125; 1125; 1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	reduced permeability to antibiotic
catII from Escherichia coli K-12	3004656	protein homolog model	Resistomes & Variants	1	98.12	NO	NO	Klebsiella pneumoniae	3.00	0.00	3.00	50.31	323.00	191.00	0	0	0	0	N/A	N/A		642	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	2	89.2 - 100.0	NO	NO	Klebsiella pneumoniae; Serratia marcescens	465.00	0.00	465.00	39.03	329.50	174.58	0	0	0	0	N/A	N/A		936; 720	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
aadA3	3002603	protein homolog model	Resistomes & Variants	2	98.48	NO	YES	Klebsiella pneumoniae	100.00	0.00	100.00	48.15	411.00	179.01	0	0	0	0	N/A	N/A		942; 825	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnG	3004588	protein homolog model	Resistomes & Variants	3	98.72 - 99.74	NO	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	7.00	0.00	7.00	16.03	188.67	175.33	0	0	0	0	N/A	N/A		1173; 1194; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
vanH gene in vanD cluster	3002944	protein homolog model	Resistomes & Variants	4	34.94 - 44.74	YES	NO	Klebsiella pneumoniae; Erysipelatoclostridium ramosum; Klebsiella quasipneumoniae	122.00	0.00	122.00	67.95	670.25	149.55	0	0	0	0	N/A	N/A		990; 984; 984; 990	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
dfrA14	3002859	protein homolog model	Resistomes & Variants	2	97.33 - 99.36	NO	YES	Klebsiella pneumoniae	290.00	0.00	290.00	46.43	352.00	178.06	0	0	0	0	N/A	N/A		531; 825	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
AAC(3)-IId	3004623	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	9.00	0.00	9.00	8.00	71.00	136.78	0	0	0	0	N/A	N/A		888	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
TEM-244	3007453	protein homolog model	Resistomes & Variants	1	97.71	NO	YES	Klebsiella pneumoniae	210.00	0.00	210.00	94.78	1288.00	189.13	0	0	0	0	N/A	N/A		1359	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Ib-cr7	3005117	protein homolog model	Resistomes & Variants	1	99.45	NO	NO	Klebsiella pneumoniae	97.00	0.00	97.00	23.88	139.00	102.33	0	0	0	0	N/A	N/A		582	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
OXA-926	3005323	protein homolog model	Resistomes & Variants	1	97.01	NO	YES	Klebsiella michiganensis; Klebsiella pneumoniae	3.00	0.00	3.00	13.79	146.00	88.00	0	0	0	0	N/A	N/A		1059	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
QnrS10	3004622	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	27.71	197.00	181.50	0	0	0	0	N/A	N/A		711	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
FosA6	3004111	protein homolog model	Resistomes & Variants	2	95.68 - 96.4	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	13.00	0.00	13.00	39.19	380.00	160.42	0	0	0	0	N/A	N/A		1281; 420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
lnuC	3002837	protein homolog model	Resistomes & Variants	1	97.56	NO	NO	Lactobacillus crispatus; Streptococcus agalactiae; Streptococcus dysgalactiae; Streptococcus suis	783.00	0.00	783.00	100.00	564.00	180.90	0	0	0	0	N/A	N/A		564	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
pmrA	3000822	protein homolog model	Resistomes & Variants	3	97.99 - 98.5	YES	NO	Streptococcus mitis; Streptococcus pseudopneumoniae	43.00	0.00	43.00	13.09	195.33	155.59	0	0	0	0	N/A	N/A		1200; 1791; 1200	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
OXA-900	3006088	protein homolog model	Resistomes & Variants	1	98.89	YES	NO	Shewanella putrefaciens	3.00	0.00	3.00	4.43	36.00	52.67	0	0	0	0	N/A	N/A		813	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
MdtK	3001327	protein homolog model	Resistomes & Variants	3	99.37 - 99.79	NO	NO	Salmonella enterica	271.00	0.00	271.00	23.42	397.00	106.65	0	0	0	0	N/A	N/A		1425; 1425; 1896	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
sdiA	3000826	protein homolog model	Resistomes & Variants	3	96.67 - 98.75	YES	NO	Salmonella enterica	18.00	0.00	18.00	19.18	138.67	104.08	0	0	0	0	N/A	N/A		723; 723; 723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
catS	3002688	protein homolog model	Resistomes & Variants	1	85.98	NO	NO	Faecalibacterium prausnitzii	171.00	0.00	171.00	31.09	194.00	143.62	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
sdrM	3007013	protein homolog model	Resistomes & Variants	2	67.49 - 68.39	NO	NO	Staphylococcus hominis	3.00	0.00	3.00	2.02	27.00	45.00	0	0	0	0	N/A	N/A		1341; 1341	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
efpA	3003955	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Mycobacterium tuberculosis	1.00	0.00	1.00	1.38	22.00	56.00	0	0	0	0	N/A	N/A		1593	major facilitator superfamily (MFS) antibiotic efflux pump	rifamycin antibiotic; isoniazid-like antibiotic	antibiotic efflux
AAC(6')-Iid	3002589	protein homolog model	Resistomes & Variants	2	83.71 - 98.9	YES	NO	Enterococcus hirae	10.00	0.00	10.00	34.83	191.00	114.00	0	0	0	0	N/A	N/A		549; 543	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
Erm(44)v	3003971	protein homolog model	Resistomes & Variants	1	83.95	NO	NO	Staphylococcus saprophyticus	1.00	0.00	1.00	4.23	31.00	46.00	0	0	0	0	N/A	N/A		732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
sepA	3007012	protein homolog model	Resistomes & Variants	3	70.97 - 94.19	YES	NO	Staphylococcus saprophyticus; Staphylococcus pasteuri; Staphylococcus warneri; Staphylococcus aureus	10.00	0.00	10.00	6.56	30.33	36.75	0	0	0	0	N/A	N/A		456; 468; 468	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
vanW gene in vanB cluster	3002964	protein homolog model	Resistomes & Variants	1	34.23	NO	NO	Proteus penneri	22.00	0.00	22.00	33.04	112.00	122.68	0	0	0	0	N/A	N/A		339	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	2	98.44 - 98.59	YES	NO	Enterococcus faecalis; Streptococcus agalactiae; Streptococcus gallolyticus; Streptococcus lutetiensis; Streptococcus pasteurianus; Streptococcus suis	986.00	0.00	986.00	66.85	1283.50	188.44	0	0	0	0	N/A	N/A		1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
Enterobacter cloacae acrA	3004042	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterobacter roggenkampii	1.00	0.00	1.00	9.97	119.00	185.00	0	0	0	0	N/A	N/A		1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
QnrS2	3002791	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia albertii	20.00	0.00	20.00	21.85	156.00	155.90	0	0	0	0	N/A	N/A		714	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
mreA	3007050	protein homolog model	Resistomes & Variants	1	72.26	NO	NO	Streptococcus canis	44.00	0.00	44.00	28.51	266.00	83.27	0	0	0	0	N/A	N/A		933	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
vanY gene in vanF cluster	3002958	protein homolog model	Resistomes & Variants	2	31.21 - 31.79	NO	NO	Erysipelatoclostridium ramosum	37.00	0.00	37.00	56.72	667.00	182.01	0	0	0	0	N/A	N/A		1176; 1176	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanXY gene in vanG cluster	3003069	protein homolog model	Resistomes & Variants	2	44.18	YES	NO	Erysipelatoclostridium ramosum	23.00	0.00	23.00	63.14	475.50	189.83	0	0	0	0	N/A	N/A		753; 753	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
FosI	3007370	protein homolog model	Resistomes & Variants	2	43.93 - 45.74	NO	NO	Enterococcus faecium	40.00	0.00	40.00	70.84	299.50	168.59	0	0	0	0	N/A	N/A		450; 411	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
efmA	3003954	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	9.00	0.00	9.00	7.10	96.00	88.78	0	0	0	0	N/A	N/A		1353	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
msrC	3002819	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	1.00	0.00	1.00	8.05	119.00	169.00	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
clcD	3004599	protein homolog model	Resistomes & Variants	1	99.71	YES	YES	Enterococcus faecium; Staphylococcus aureus	9.00	0.00	9.00	57.24	601.00	180.67	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
ErmT	3000595	protein homolog model	Resistomes & Variants	4	98.76 - 99.17	NO	NO	Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	716.00	0.00	716.00	86.72	668.75	143.58	0	0	0	0	N/A	N/A		771; 753; 753; 798	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
vanR gene in vanA cluster	3002919	protein homolog model	Resistomes & Variants	1	99.13	NO	NO	Enterococcus faecium	21.00	0.00	21.00	17.00	129.00	163.67	0	0	0	0	N/A	N/A		759	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
tet(S)	3000192	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	3.00	0.00	3.00	9.78	91.00	169.00	0	0	0	0	N/A	N/A		930	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
dfrG	3002868	protein homolog model	Resistomes & Variants	2	99.39 - 100.0	YES	YES	Enterococcus faecium; Enterococcus faecalis; Streptococcus suis	66.00	0.00	66.00	90.31	454.00	173.72	0	0	0	0	N/A	N/A		498; 507	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
aadA10	3004692	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Enterobacter hormaechei	7.00	0.00	7.00	13.29	120.00	151.00	0	0	0	0	N/A	N/A		903	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ACT-25	3001845	protein homolog model	Resistomes & Variants	1	99.74	NO	NO	Enterobacter hormaechei	2.00	0.00	2.00	4.73	59.00	105.50	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
Acinetobacter baumannii AbaQ	3004574	protein homolog model	Resistomes & Variants	1	73.76	NO	NO	Pseudomonas brassicacearum	1.00	0.00	1.00	1.66	22.00	34.00	0	0	0	0	N/A	N/A		1323	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
FosA3	3002872	protein homolog model	Resistomes & Variants	1	99.28	NO	YES	Escherichia fergusonii	1.00	0.00	1.00	4.08	17.00	23.00	0	0	0	0	N/A	N/A		417	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
catA4	3004657	protein homolog model	Resistomes & Variants	1	97.24	NO	NO	Proteus mirabilis	1.00	0.00	1.00	14.83	97.00	183.00	0	0	0	0	N/A	N/A		654	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
dfrK	3002869	protein homolog model	Resistomes & Variants	1	96.32	NO	YES	Enterococcus faecalis; Staphylococcus arlettae; Staphylococcus aureus; Staphylococcus epidermidis; Staphylococcus haemolyticus	2.00	0.00	2.00	11.99	59.00	39.50	0	0	0	0	N/A	N/A		492	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
Pseudomonas aeruginosa soxR	3004107	protein homolog model	Resistomes & Variants	3	65.33 - 72.54	NO	NO	Pseudomonas fluorescens; Pseudomonas mendocina	39.00	0.00	39.00	17.96	81.33	47.04	0	0	0	0	N/A	N/A		453; 441; 459	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
OKP-B-6	3002439	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella quasipneumoniae	2.00	0.00	2.00	10.28	170.00	174.00	0	0	0	0	N/A	N/A		1653	OKP beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
PRC-1	3007085	protein homolog model	Resistomes & Variants	1	87.07	NO	NO	Pseudomonas mendocina	1.00	0.00	1.00	2.02	23.00	34.00	0	0	0	0	N/A	N/A		1137	PRC beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
catA8	3004658	protein homolog model	Resistomes & Variants	1	96.74	YES	YES	Enterococcus faecalis; Streptococcus suis	1.00	0.00	1.00	18.36	119.00	191.00	0	0	0	0	N/A	N/A		648	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
lnuA	3002835	protein homolog model	Resistomes & Variants	1	99.38	NO	NO	Streptococcus suis	131.00	0.00	131.00	34.32	243.00	104.22	0	0	0	0	N/A	N/A		708	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
APH(6)-Ic	3002659	protein homolog model	Resistomes & Variants	1	98.12	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	2.85	24.00	34.00	0	0	0	0	N/A	N/A		843	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	19.00	0.00	19.00	31.04	636.00	93.53	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
ParR	3005068	protein homolog model	Resistomes & Variants	1	94.47	YES	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	3.39	24.00	34.00	0	0	0	0	N/A	N/A		708	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
arnA	3002985	protein homolog model	Resistomes & Variants	2	98.63 - 99.24	YES	NO	Pseudomonas aeruginosa	10.00	0.00	10.00	11.23	336.50	122.74	0	0	0	0	N/A	N/A		4518; 1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
MexB	3000378	protein homolog model	Resistomes & Variants	1	99.24	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	4.87	153.00	94.50	0	0	0	0	N/A	N/A		3141			antibiotic efflux
AAC(6')-IIa	3002594	protein homolog model	Resistomes & Variants	1	82.07	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	4.32	24.00	34.00	0	0	0	0	N/A	N/A		555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
cprS	3005064	protein homolog model	Resistomes & Variants	1	99.54	NO	NO	Pseudomonas aeruginosa	69.00	0.00	69.00	18.06	234.00	116.12	0	0	0	0	N/A	N/A		1296	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
L1 beta-lactamase	3000582	protein homolog model	Resistomes & Variants	1	98.95	YES	NO	Stenotrophomonas maltophilia	3.00	0.00	3.00	2.98	26.00	38.00	0	0	0	0	N/A	N/A		873	L1 family beta-lactamase	cephalosporin	antibiotic inactivation
AAC(6')-Iak	3003199	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Stenotrophomonas maltophilia	65.00	0.00	65.00	16.88	78.00	56.00	0	0	0	0	N/A	N/A		462	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
LpsA	3005052	protein homolog model	Resistomes & Variants	1	99.22	NO	NO	Haemophilus influenzae	2.00	0.00	2.00	11.71	98.00	61.50	0	0	0	0	N/A	N/A		837	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
SRT-2	3002494	protein homolog model	Resistomes & Variants	1	97.61	NO	NO	Serratia marcescens	1.00	0.00	1.00	1.50	17.00	23.00	0	0	0	0	N/A	N/A		1137	SRT beta-lactamase	cephalosporin	antibiotic inactivation
dfrE	3002875	protein homolog model	Resistomes & Variants	1	98.17	NO	NO	Enterococcus faecalis	64.00	0.00	64.00	100.00	495.00	181.94	0	0	0	0	N/A	N/A		495	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
efrA	3003948	protein homolog model	Resistomes & Variants	2	99.48 - 99.65	YES	NO	Enterococcus faecalis	310.00	0.00	310.00	53.46	923.50	172.53	0	0	0	0	N/A	N/A		1719; 1728	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux
RlmA(II)	3001301	protein homolog model	Resistomes & Variants	1	98.94	YES	NO	Streptococcus pneumoniae	1.00	0.00	1.00	8.72	74.00	124.00	0	0	0	0	N/A	N/A		849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
mecA	3000617	protein homolog model	Resistomes & Variants	1	99.55	NO	NO	Staphylococcus aureus	5.00	0.00	5.00	7.72	155.00	78.00	0	0	0	0	N/A	N/A		2007	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
ANT(9)-Ia	3002630	protein homolog model	Resistomes & Variants	1	92.31	YES	NO	Staphylococcus aureus	32.00	0.00	32.00	35.19	284.00	172.44	0	0	0	0	N/A	N/A		807	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
norC	3007010	protein homolog model	Resistomes & Variants	1	99.57	YES	NO	Staphylococcus aureus	3.00	0.00	3.00	1.30	18.00	34.00	0	0	0	0	N/A	N/A		1389	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
arlR	3000838	protein homolog model	Resistomes & Variants	1	99.54	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	4.70	31.00	56.00	0	0	0	0	N/A	N/A		660	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mecR1	3000215	protein homolog model	Resistomes & Variants	1	97.44	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	1.25	22.00	34.00	0	0	0	0	N/A	N/A		1764	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
lnuB	3002836	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Staphylococcus aureus	623.00	0.00	623.00	100.00	810.00	184.57	0	0	0	0	N/A	N/A		810	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
ErmC	3000250	protein homolog model	Resistomes & Variants	1	99.18	NO	NO	Staphylococcus aureus	45.00	0.00	45.00	12.62	103.00	142.82	0	0	0	0	N/A	N/A		816	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	1	96.0	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	3.39	31.00	5.00	0	0	0	0	N/A	N/A		915	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
aadA9	3002609	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Proteus mirabilis; Salmonella enterica	476.00	0.00	476.00	100.00	978.00	190.00	0	0	0	0	N/A	N/A		978	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
TEM-71	3000937	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Xanthomonas oryzae	41.00	0.00	41.00	27.73	178.00	167.05	0	0	0	0	N/A	N/A		642	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
