ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(A)	3000165	protein homolog model	Resistomes & Variants	3	97.8 - 99.75	NO	NO	Escherichia coli	3.00	0.00	3.00	3.44	53.00	86.33	0	0	0	0	N/A	N/A		1614; 1368; 1335	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
sul1	3000410	protein homolog model	Resistomes & Variants	8	99.61 - 100.0	NO	YES	Escherichia coli; Klebsiella aerogenes; Klebsiella pneumoniae; Pseudomonas aeruginosa; Proteus mirabilis	59.00	0.00	59.00	33.05	316.38	179.23	0	0	0	0	N/A	N/A		804; 963; 927; 840; 1014; 840; 1221; 1113	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
QnrS1	3002790	protein homolog model	Resistomes & Variants	2	99.54 - 100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	2.00	0.00	2.00	16.79	114.00	187.00	0	0	0	0	N/A	N/A		705; 657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
qacEdelta1	3005010	protein homolog model	Resistomes & Variants	1	99.13	NO	NO	Escherichia coli	9.00	0.00	9.00	28.18	279.00	180.78	0	0	0	0	N/A	N/A		990	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	4	94.67 - 100.0	YES	NO	Escherichia coli; Enterobacter cancerogenus; Enterobacter hormaechei; Shigella boydii	18.00	0.00	18.00	19.48	340.75	173.84	0	0	0	0	N/A	N/A		1749; 1749; 1749; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
APH(3')-IIa	3002644	protein homolog model	Resistomes & Variants	1	98.47	YES	NO	Escherichia coli	2.00	0.00	2.00	4.24	37.00	46.50	0	0	0	0	N/A	N/A		873	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
sul3	3000413	protein homolog model	Resistomes & Variants	1	99.62	NO	NO	Escherichia coli	2.00	0.00	2.00	29.55	234.00	191.00	0	0	0	0	N/A	N/A		792	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
floR	3002705	protein homolog model	Resistomes & Variants	1	99.5	NO	NO	Escherichia coli	1.00	0.00	1.00	9.79	119.00	191.00	0	0	0	0	N/A	N/A		1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
aadA22	3002619	protein homolog model	Resistomes & Variants	1	99.23	NO	NO	Escherichia coli	34.00	0.00	34.00	35.34	476.00	189.26	0	0	0	0	N/A	N/A		1347	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CMY-16	3002027	protein homolog model	Resistomes & Variants	1	99.43	NO	NO	Escherichia coli	9.00	0.00	9.00	13.20	154.00	170.56	0	0	0	0	N/A	N/A		1167	CMY beta-lactamase	cephalosporin	antibiotic inactivation
emrR	3000516	protein homolog model	Resistomes & Variants	3	97.78 - 100.0	NO	NO	Escherichia coli	5.00	0.00	5.00	33.04	198.33	190.00	0	0	0	0	N/A	N/A		543; 660; 639	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
aphA15	3004675	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	5.00	0.00	5.00	16.83	156.00	166.80	0	0	0	0	N/A	N/A		927	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
mphA	3000316	protein homolog model	Resistomes & Variants	2	99.67	NO	NO	Escherichia coli; Shigella sonnei	20.00	0.00	20.00	44.41	403.00	166.66	0	0	0	0	N/A	N/A		909; 906	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
TEM-163	3001029	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	1.00	0.00	1.00	2.81	23.00	34.00	0	0	0	0	N/A	N/A		819	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
qacL	3005098	protein homolog model	Resistomes & Variants	1	92.93	NO	NO	Escherichia coli	2.00	0.00	2.00	21.85	78.00	157.50	0	0	0	0	N/A	N/A		357	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
EC-14	3006875	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Escherichia coli	10.00	0.00	10.00	45.28	705.00	189.60	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
Escherichia coli ampC beta-lactamase	3004290	protein homolog model	Resistomes & Variants	1	97.53	YES	NO	Escherichia coli	6.00	0.00	6.00	7.83	90.00	141.33	0	0	0	0	N/A	N/A		1149	ampC-type beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
tet(D)	3000168	protein homolog model	Resistomes & Variants	1	98.73	NO	NO	Morganella morganii	1.00	0.00	1.00	2.03	24.00	46.00	0	0	0	0	N/A	N/A		1185	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
DHA-1	3002132	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Morganella morganii	2.00	0.00	2.00	20.88	238.00	191.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin	antibiotic inactivation
LptD	3005059	protein homolog model	Resistomes & Variants	4	92.71 - 100.0	YES	NO	Klebsiella aerogenes; Klebsiella pneumoniae	11.00	0.00	11.00	9.33	220.00	128.36	0	0	0	0	N/A	N/A		2370; 2370; 2349; 2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
TEM-84	3000951	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	20.89	173.00	169.50	0	0	0	0	N/A	N/A		828	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
Klebsiella pneumoniae OmpK37	3004122	protein homolog model	Resistomes & Variants	1	99.2	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	2.58	29.00	34.00	0	0	0	0	N/A	N/A		1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	reduced permeability to antibiotic
rmtF	3002666	protein homolog model	Resistomes & Variants	2	98.39 - 100.0	NO	NO	Klebsiella pneumoniae	5.00	0.00	5.00	8.21	85.00	169.83	0	0	0	0	N/A	N/A		1035; 1035	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
MCR-9.1	3004684	protein homolog model	Resistomes & Variants	1	99.81	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	2.04	33.00	34.00	0	0	0	0	N/A	N/A		1620	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
fosA5	3003209	protein homolog model	Resistomes & Variants	1	98.26	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	17.41	70.00	159.00	0	0	0	0	N/A	N/A		402	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
vanX gene in vanM cluster	3002953	protein homolog model	Resistomes & Variants	1	99.49	NO	NO	Klebsiella pneumoniae	12.00	0.00	12.00	8.05	49.00	56.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	2	89.2 - 100.0	NO	NO	Klebsiella pneumoniae; Serratia marcescens	68.00	0.00	68.00	30.44	267.00	189.27	0	0	0	0	N/A	N/A		936; 720	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
dfrA14	3002859	protein homolog model	Resistomes & Variants	2	97.33 - 99.36	NO	YES	Klebsiella pneumoniae	21.00	0.00	21.00	37.95	273.50	162.18	0	0	0	0	N/A	N/A		531; 825	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
TEM-244	3007453	protein homolog model	Resistomes & Variants	1	97.71	NO	YES	Klebsiella pneumoniae	22.00	0.00	22.00	50.85	691.00	189.91	0	0	0	0	N/A	N/A		1359	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
Klebsiella pneumoniae KpnG	3004588	protein homolog model	Resistomes & Variants	1	99.49	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	20.29	238.00	191.00	0	0	0	0	N/A	N/A		1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
aadA2	3002602	protein homolog model	Resistomes & Variants	1	97.27	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	11.19	93.00	179.00	0	0	0	0	N/A	N/A		831	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	Resistomes & Variants	2	98.15 - 98.52	NO	YES	Klebsiella pneumoniae; Pseudomonas putida; Serratia marcescens	14.00	0.00	14.00	9.79	97.00	107.97	0	0	0	0	N/A	N/A		1014; 816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
FosA6	3004111	protein homolog model	Resistomes & Variants	1	95.68	YES	NO	Klebsiella pneumoniae	2.00	0.00	2.00	13.74	176.00	171.50	0	0	0	0	N/A	N/A		1281	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
SHV-28	3001086	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	24.41	238.00	188.00	0	0	0	0	N/A	N/A		975	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
vanH gene in vanB cluster	3002943	protein homolog model	Resistomes & Variants	1	38.05	NO	NO	Pseudomonas putida	37.00	0.00	37.00	21.01	208.00	98.59	0	0	0	0	N/A	N/A		990	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
catB9	3002681	protein homolog model	Resistomes & Variants	1	99.04	NO	NO	Vibrio cholerae	1.00	0.00	1.00	2.70	17.00	23.00	0	0	0	0	N/A	N/A		630	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
tet(59)	3004441	protein homolog model	Resistomes & Variants	1	99.22	NO	NO	Vibrio cholerae	2.00	0.00	2.00	3.02	35.00	34.00	0	0	0	0	N/A	N/A		1158	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
FosA8	3007371	protein homolog model	Resistomes & Variants	3	55.88 - 58.82	YES	NO	Proteus vulgaris; Pseudomonas brassicacearum; Proteus mirabilis	3.00	0.00	3.00	4.81	20.00	30.33	0	0	0	0	N/A	N/A		411; 414; 420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
lnuB	3002836	protein homolog model	Resistomes & Variants	2	98.88 - 99.63	NO	NO	Enterococcus faecium; Streptococcus dysgalactiae; Staphylococcus aureus	97.00	0.00	97.00	93.91	758.00	184.70	0	0	0	0	N/A	N/A		804; 810	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
CME-2	3006155	protein homolog model	Resistomes & Variants	1	93.6	NO	NO	Elizabethkingia miricola	21.00	0.00	21.00	4.81	43.00	53.52	0	0	0	0	N/A	N/A		894	CME beta-lactamase	penicillin beta-lactam	antibiotic inactivation
patA	3000024	protein homolog model	Resistomes & Variants	6	76.6 - 99.47	YES	NO	Streptococcus mitis; Streptococcus sanguinis; Streptococcus pneumoniae	43.00	0.00	43.00	7.93	145.00	129.67	0	0	0	0	N/A	N/A		1707; 1707; 1707; 1707; 1707; 2256	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
catQ	3002687	protein homolog model	Resistomes & Variants	1	94.06	YES	NO	Streptococcus agalactiae; Streptococcus mitis; Streptococcus pneumoniae; Streptococcus suis	5.00	0.00	5.00	69.70	460.00	189.40	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
dfrK	3002869	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Enterococcus faecium; Enterococcus hirae; Jeotgalibaca arthritidis; Jeotgalibaca porci; Staphylococcus aureus; Staphylococcus pseudintermedius; Streptococcus suis	1.00	0.00	1.00	5.08	25.00	34.00	0	0	0	0	N/A	N/A		492	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
sdiA	3000826	protein homolog model	Resistomes & Variants	1	96.67	NO	NO	Salmonella enterica	2.00	0.00	2.00	16.74	121.00	122.00	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Iy	3002569	protein homolog model	Resistomes & Variants	1	93.79	YES	NO	Salmonella enterica	1.00	0.00	1.00	4.34	19.00	34.00	0	0	0	0	N/A	N/A		438	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
MdtK	3001327	protein homolog model	Resistomes & Variants	1	99.37	NO	NO	Salmonella enterica	13.00	0.00	13.00	17.83	338.00	158.92	0	0	0	0	N/A	N/A		1896	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
catS	3002688	protein homolog model	Resistomes & Variants	1	85.98	NO	NO	Faecalibacterium prausnitzii	8.00	0.00	8.00	25.48	159.00	110.50	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
OmpA	3005044	protein homolog model	Resistomes & Variants	3	95.72 - 99.47	YES	NO	Raoultella planticola; Klebsiella michiganensis; Klebsiella quasipneumoniae	12.00	0.00	12.00	23.96	265.33	146.36	0	0	0	0	N/A	N/A		1071; 1125; 1125	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
eptB	3005047	protein homolog model	Resistomes & Variants	1	90.07	YES	NO	Raoultella planticola	1.00	0.00	1.00	7.03	119.00	145.00	0	0	0	0	N/A	N/A		1692	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
sepA	3007012	protein homolog model	Resistomes & Variants	7	47.22 - 75.66	YES	NO	Staphylococcus hominis; Staphylococcus saprophyticus; Staphylococcus warneri; Macrococcus canis; Staphylococcus simulans; Staphylococcus epidermidis; Staphylococcus arlettae	37.00	0.00	37.00	10.04	47.14	53.87	0	0	0	0	N/A	N/A		522; 456; 468; 468; 468; 468; 456	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
macB	3000535	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Neisseria gonorrhoeae	56.00	0.00	56.00	9.04	175.00	89.29	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
APH(9)-Ia	3002662	protein homolog model	Resistomes & Variants	1	99.7	NO	NO	Legionella pneumophila	7.00	0.00	7.00	15.16	151.00	75.71	0	0	0	0	N/A	N/A		996	APH(9)	aminoglycoside antibiotic	antibiotic inactivation
sdrM	3007013	protein homolog model	Resistomes & Variants	1	63.21	YES	NO	Staphylococcus saprophyticus	1.00	0.00	1.00	1.72	23.00	34.00	0	0	0	0	N/A	N/A		1338	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vanXY gene in vanG cluster	3003069	protein homolog model	Resistomes & Variants	2	43.78 - 100.0	YES	NO	Erysipelatoclostridium ramosum; Streptococcus suis	64.00	0.00	64.00	54.45	394.00	111.88	0	0	0	0	N/A	N/A		753; 393	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
vanI	3003723	protein homolog model	Resistomes & Variants	1	78.2	YES	NO	Nocardia terpenica	2.00	0.00	2.00	3.27	34.00	45.00	0	0	0	0	N/A	N/A		1041	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
vanX gene in vanB cluster	3002950	protein homolog model	Resistomes & Variants	1	99.01	NO	YES	Enterococcus faecium	41.00	0.00	41.00	19.21	117.00	102.80	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
FosI	3007370	protein homolog model	Resistomes & Variants	1	43.93	NO	NO	Enterococcus faecium	198.00	0.00	198.00	43.56	196.00	157.32	0	0	0	0	N/A	N/A		450	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
msrC	3002819	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecium	3.00	0.00	3.00	2.16	32.00	34.00	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
clcD	3004599	protein homolog model	Resistomes & Variants	2	99.14 - 99.71	YES	YES	Enterococcus faecium; Staphylococcus aureus	49.00	0.00	49.00	68.28	717.00	185.21	0	0	0	0	N/A	N/A		1050; 1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
ErmT	3000595	protein homolog model	Resistomes & Variants	4	93.44 - 99.13	NO	NO	Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	148.00	0.00	148.00	31.62	248.50	151.09	0	0	0	0	N/A	N/A		771; 924; 735; 735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tet(45)	3003196	protein homolog model	Resistomes & Variants	5	61.06 - 76.56	YES	NO	Enterococcus faecium; Streptococcus suis; Enterococcus faecalis; Staphylococcus aureus	143.00	0.00	143.00	12.08	180.80	142.58	0	0	0	0	N/A	N/A		1605; 1392; 1857; 1131; 1320	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
vanD	3000005	protein homolog model	Resistomes & Variants	1	95.04	YES	NO	Enterococcus faecalis; Enterococcus faecium; Ruthenibacterium lactatiformans	4.00	0.00	4.00	36.72	379.00	182.75	0	0	0	0	N/A	N/A		1032	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
efmA	3003954	protein homolog model	Resistomes & Variants	1	99.77	NO	NO	Enterococcus faecium	2.00	0.00	2.00	12.06	161.00	170.00	0	0	0	0	N/A	N/A		1335	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
ACT-65	3006260	protein homolog model	Resistomes & Variants	1	99.74	NO	NO	Enterobacter hormaechei	1.00	0.00	1.00	9.54	119.00	191.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
aadA10	3004692	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Enterobacter hormaechei	8.00	0.00	8.00	17.94	162.00	160.75	0	0	0	0	N/A	N/A		903	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
salC	3007027	protein homolog model	Resistomes & Variants	1	42.53	YES	NO	Macrococcus canis	1.00	0.00	1.00	1.18	19.00	34.00	0	0	0	0	N/A	N/A		1605	sal-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
CblA-1	3002999	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Phocaeicola dorei	185.00	0.00	185.00	100.00	891.00	183.90	0	0	0	0	N/A	N/A		891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
oqxA	3003922	protein homolog model	Resistomes & Variants	1	90.79	NO	NO	Klebsiella michiganensis	13.00	0.00	13.00	10.71	126.00	56.85	0	0	0	0	N/A	N/A		1176	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
dfrA32	3004555	protein homolog model	Resistomes & Variants	1	99.36	NO	NO	Proteus mirabilis	4.00	0.00	4.00	33.91	234.00	170.00	0	0	0	0	N/A	N/A		690	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
cfrA	3003441	protein homolog model	Resistomes & Variants	1	99.71	YES	YES	Staphylococcus aureus; Staphylococcus capitis; Staphylococcus epidermidis; Staphylococcus haemolyticus	2.00	0.00	2.00	7.24	76.00	56.00	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
rpoB2	3000501	protein homolog model	Resistomes & Variants	1	96.91	YES	NO	Nocardia farcinica	2.00	0.00	2.00	3.98	143.00	155.00	0	0	0	0	N/A	N/A		3594	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	2	94.66 - 96.44	NO	YES	Staphylococcus haemolyticus; Staphylococcus aureus	44.00	0.00	44.00	8.78	81.00	66.53	0	0	0	0	N/A	N/A		846; 1044	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
norA	3000391	protein homolog model	Resistomes & Variants	1	99.74	NO	NO	Staphylococcus epidermidis	2.00	0.00	2.00	3.18	37.00	68.00	0	0	0	0	N/A	N/A		1164	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vgaB	3000118	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Staphylococcus aureus; Staphylococcus epidermidis	13.00	0.00	13.00	23.21	385.00	103.38	0	0	0	0	N/A	N/A		1659	vga-type ABC-F protein	streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
mecI	3000124	protein homolog model	Resistomes & Variants	1	95.69	NO	NO	Staphylococcus epidermidis	1.00	0.00	1.00	7.06	25.00	46.00	0	0	0	0	N/A	N/A		354	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
FTU-1	3004801	protein homolog model	Resistomes & Variants	1	98.95	NO	NO	Francisella tularensis	1.00	0.00	1.00	3.47	30.00	56.00	0	0	0	0	N/A	N/A		864	FTU beta-lactamase	penicillin beta-lactam	antibiotic inactivation
ErmA	3000347	protein homolog model	Resistomes & Variants	2	85.12 - 99.59	NO	NO	Lactobacillus crispatus; Staphylococcus aureus	3.00	0.00	3.00	4.24	31.00	45.50	0	0	0	0	N/A	N/A		732; 732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
vanR gene in vanO cluster	3002930	protein homolog model	Resistomes & Variants	1	90.54	NO	NO	Mycolicibacterium fortuitum	50.00	0.00	50.00	16.95	118.00	103.62	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	5	94.43 - 100.0	NO	NO	Streptococcus suis; Enterococcus faecalis; Staphylococcus aureus; Campylobacter jejuni	264.00	0.00	264.00	54.59	291.40	129.11	0	0	0	0	N/A	N/A		852; 864; 864; 231; 522	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
AAC(2')-Ia	3002523	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Providencia stuartii	1.00	0.00	1.00	4.66	25.00	34.00	0	0	0	0	N/A	N/A		537	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Il	3004635	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	3.70	17.00	23.00	0	0	0	0	N/A	N/A		459	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	39.00	0.00	39.00	24.89	510.00	95.41	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
arnA	3002985	protein homolog model	Resistomes & Variants	1	99.7	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	5.16	155.00	102.50	0	0	0	0	N/A	N/A		3003	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
cmlA5	3002695	protein homolog model	Resistomes & Variants	1	99.75	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	8.59	119.00	191.00	0	0	0	0	N/A	N/A		1386	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
MexJ	3003692	protein homolog model	Resistomes & Variants	1	99.46	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	1.54	17.00	23.00	0	0	0	0	N/A	N/A		1104	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic	antibiotic efflux
Pseudomonas aeruginosa catB7	3002679	protein homolog model	Resistomes & Variants	1	99.5	NO	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	2.86	23.00	34.00	0	0	0	0	N/A	N/A		804	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
bcr-1	3003801	protein homolog model	Resistomes & Variants	1	99.72	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	2.30	25.00	45.00	0	0	0	0	N/A	N/A		1086	major facilitator superfamily (MFS) antibiotic efflux pump	bicyclomycin-like antibiotic	antibiotic efflux
AAC(6')-Iap	3007204	protein homolog model	Resistomes & Variants	1	83.01	YES	NO	Stenotrophomonas maltophilia	21.00	0.00	21.00	13.68	64.00	52.86	0	0	0	0	N/A	N/A		468	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
mreA	3007050	protein homolog model	Resistomes & Variants	1	72.61	NO	NO	Streptococcus uberis	1.00	0.00	1.00	2.76	26.00	34.00	0	0	0	0	N/A	N/A		942	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
AAC(6')-Ic	3002549	protein homolog model	Resistomes & Variants	1	95.86	YES	NO	Serratia marcescens	1.00	0.00	1.00	3.85	17.00	23.00	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	1	98.44	NO	NO	Enterococcus faecalis	88.00	0.00	88.00	35.21	676.00	189.93	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
